book	chapter	verse	latin_incipit	english_translation
2Mc	2	7	Quod ignotus erit locus	That the place should be unknown, until God gather together the congregation of the people. Some hold this was fulfilled under Nehemiah, when the people returned. But the stronger and more common view is that the ark, tabernacle, and altar of incense will be revealed at the end of the world when God converts the Jews through Elias and Enoch and gathers them into one Church with the Gentiles. Evidence: (1) if they had been found with the fire, the author would have narrated this as he narrated the fire — he narrates nothing of the kind; (2) the congregation under Nehemiah was incomplete; (3) when the second temple was plundered by Titus, the ark does not appear among the spoils in Josephus, who even states that the Holy of Holies then contained absolutely nothing (Jewish War VI, vi); (4) the universal tradition of Hebrews and of the Fathers (Epiphanius, Dorotheus, Thomas, Lyranus, Dionysius, Bellarmine, Abulensis) affirms the ark was absent from the second temple. The Fathers explain mystically that the ark's absence was because Christ himself — the true ark of the New Testament — was to appear and teach in the temple. See Exodus 25:10.
2Mc	2	8	Et apparebit majestas Domini	The majesty of the Lord will appear, and there will be a cloud. When God reveals the ark, he will simultaneously show his glory in a shining cloud, as he manifested it to Moses and Solomon at the dedication of altar and temple. Mystically, St. Ambrose and Rupert hold Jeremiah's prophecy was fulfilled when Christ — the true ark containing the tablets of the evangelical law and the manna of the Eucharist — showed himself in the temple to the assembled people.
2Mc	2	9	Magnifice enim sapientiam tractabat	Solomon, the wisest of mortals, magnificently exercised wisdom, and as one having wisdom offered the sacrifice of the dedication and completion of the temple. Solomon, most wise, imitated Moses and by prayer obtained that God show his majesty in a glorious cloud in the temple he had built and dedicated (1 Kings 8:10), and so the descent of heavenly fire followed.
2Mc	2	10	Sicut et Moyses orabat	Just as Moses prayed to the Lord and fire came down from heaven and consumed the burnt offering (Leviticus 9:24), so also Solomon prayed and fire came down and consumed the burnt offering. In the same way the heavenly fire descended at the dedications of Nehemiah and of Judas Maccabeus — to which celebration we Jerusalem Jews exhort you Jews in Egypt.
2Mc	2	11	Et dixit Moyses eo quod	Moses said: because it was not eaten, the sin-offering was consumed. Since the sacrifice for sin was unclean (as sin itself is), and had not been eaten by the priests, it was accordingly consumed by the fire. These words are from Leviticus 10:16, continuous with the preceding argument: just as fire consumed the other victims, so also the sin-offerings were consumed. Thus Serarius, Sanchez.
2Mc	2	13	Inferebantur autem in descriptionibus	These same things were also recorded in the descriptions and commentaries of Nehemiah — written in another commentary of Nehemiah now lost through the ravages of time, not in the canonical Book of Esdras-Nehemiah. \"And as he built a library.\" This is the first celebrated Jewish library built by Nehemiah — preceding Alexander the Great, Aristotle, and Ptolemy Philadelphus (who built the famous Alexandrian library) by more than a hundred years. The Jerusalem Jews cite this to compare Nehemiah's library favourably with the Alexandrian library of which the Egyptian Jews were proud: \"You have secular books; we alone have sacred books and the histories of our nation.\"
2Mc	2	14	Similiter autem et Judas	In like manner Judas gathered together all those things that had perished by reason of the war. By \"Judas\" — not Judas Maccabeus (who was occupied in constant wars), but Judas the Essene, the author of this letter and book. Writing in the name of the whole Senate and people, he here speaks of himself in the third person, assuming the persona of the people and Senate.
2Mc	2	17	Deus autem qui liberavit	God who has delivered his people, and has restored the inheritance to all, and the kingdom, and the priesthood, and the sanctuary. God brought it about that all Jews possess the kingdom of Judaea as an inheritance, each recovering his hereditary portion seized by the Antiochi. The priesthood: Jerusalem has its own pontiff and priests. The \"sanctification\": the holy temple with the holy worship of the one true God, purified by Judas Maccabeus (1 Maccabees 4:52).
2Mc	2	20	De Juda vero Machabaeo	Now concerning Judas Maccabeus and his brothers. The narrative of Book II begins here; its argument is the same as Book I (the deeds of Judas and his brothers), but narrated more fully and with many things omitted from Book I added.
2Mc	2	22	Et de illuminationibus quae	And of the illuminations that were made from heaven to those who fought bravely for the Jews. \"Illuminations from heaven\" refers to heavenly signs given on behalf of Judas and his companions who fought for the Jews aided by angels, overthrowing Antiochus's great armies.
2Mc	2	23	Domino cum omni tranquillitate	The Lord being propitious to them with all clemency. God calming the disturbances and tumults which Antiochus had stirred up against the Jews, and restoring their former peace.
2Mc	2	24	Itemque ab Jasone Cyrenaeo	These things which Jason of Cyrene set forth in five books, we have tried to abridge into one volume. Calvin and the innovators object that Jason was a Gentile and so this book is not canonical. Lapide responds: Jason was a Jew living in Cyrene (Jews were scattered throughout the world, Acts 6:9; 11:20). Moreover, even if Jason had been a Gentile, Judas the author — who selected, arranged, and condensed Jason's writings always aided by the Holy Spirit — made this book canonical. The Canon holds: when a canonical author cites and approves sayings of a profane author, by that act he makes them canonical. So St. Paul (Titus 1:12) citing Epimenides: \"The Cretans are always liars,\" and adding \"This testimony is true,\" granted it canonical authority.
2Mc	2	27	Negotium plenum vigiliarum	A task full of watching and sweat. Great labour and industry is required to read many things and compress them all in few words. Lapide cites the man who wrote the Iliad in letters so minute as to fit in a nut-shell (Pliny VII, xxi), and Archimedes who fitted the motions of sun, moon, and five planets into a sphere (Cicero, Tusculanae I). He cites Plutarch at length on the virtue of brevity and laconism.
2Mc	2	29	Veritatem quidem de singulis	Granting the truth of individual things to the authors — that is, to Jason of Cyrene. I Judas set about only to abridge Jason; I therefore ascribe the full truth of details to Jason as a good and exact writer. The Holy Spirit who used me as instrument directed me so that I wrote nothing except what was true, pious, and holy, and omitted or corrected whatever needed correcting in Jason.
2Mc	2	30	Sicut enim novae domus	For as the master builder of a new house must be concerned with the whole building. From the same modesty, Judas compares Jason to the architect of a great building, and himself to a painter who adorns the completed building. It is the historian's work to construct the fabric of history; the abbreviator's work is to adorn it with a brief and well-ordered style.
2Mc	2	31	Etenim intellectum colligere	For indeed to collect the understanding. \"Understanding\" (intellectum) = the argument or subject matter which the historian gathers and sets before the reader to understand. The historian's task is to gather it curiously and narrate each detail minutely.
2Mc	2	32	Exsecutiones rerum vitare	But to avoid the full treatment of things must be left to the abbreviator. The historian investigates and narrates everything minutely; the abbreviator may omit many details and compress much into little. To compress many things into few words is the mark of a great man and a deep intellect.
2Mc	3	1	Igitur cum sancta civitas	When the holy city was inhabited in all peace, and the laws were still well observed, because of the godliness of Onias the high priest and his hatred of wickedness. Onias here is the third of that name, surnamed \"the Holy,\" who held the pontificate immediately before Mattathias (the father of Judas Maccabeus). He was remarkable for piety, peace, and the observance of the divine law. By just divine judgment he was later deprived of the pontificate by his own brother Jesus-Jason the Apostate, who bought it from Antiochus Epiphanes; and Jason in turn was expelled by Menelaus; Menelaus by Lysimachus; Lysimachus by Alcimus; after which Mattathias, elected by the people, legitimately held the pontificate and principate.
2Mc	3	3	Ita ut Seleucus Asiae rex	So that Seleucus king of Asia contributed from his own revenues all the charges belonging to the ministry of the sacrifices. Seleucus Philopator, the elder brother of Antiochus Epiphanes, at the beginning of his reign provided contributions to the temple, but afterwards hearing of the immense treasures in it, overcome by avarice, sent Heliodorus to plunder it — and by just divine judgment was killed by this same Heliodorus. Similar munificence toward the temple was shown by Cyrus, Darius, and Artaxerxes (Esdras 1 and 6; Nehemiah 1), and by Antiochus the Great (Josephus XII, iii).
2Mc	3	4	Simon autem de tribu Benjamin	Simon of the tribe of Benjamin, who was overseer of the temple, strove — the chief priest withstanding him — to effect something evil in the city. Simon was not of the tribe of Levi, and therefore not a priest; only priests presided over sacred affairs. Simon (from the tribe of Benjamin) was appointed overseer of the temple for civil matters — temple estates, revenues, or the soldiers assigned to guard it (1 Maccabees 4:14). \"Something evil\" seems to indicate that Simon was ambitious for the principate or pontificate of Jerusalem — as his brother Menelaus later sought.
2Mc	3	5	Venit ad Apollonium	He went to Apollonius son of Tharseas, who at that time was governor of Celosyria and Phenicia. Simon through Apollonius betrayed to Seleucus the temple treasures; Seleucus promptly sent Heliodorus to seize them. This is the same Apollonius who later battled Jonathan and was defeated by him (1 Maccabees 10:69 ff).
2Mc	3	10	Tunc summus sacerdos ostendit	The high priest told him that there were deposits belonging to widows and orphans. It was customary among Jews, Christians, and pagans alike to deposit precious things in temples as an inviolable and secure asylum. Josephus (Antiquities XIV, vii), Suetonius (Vita Julii Caesaris), and Cicero (De legibus I) all attest this practice. Cicero writes: \"The Athenian Clisthenes entrusted two shrines as a citizen going into exile.\" Ambrose (De Officiis II, xxix) relates his own counsel to the church of Ticinum to preserve a widow's deposit against the Emperor's rescript. Pompey, taking Jerusalem, found two thousand talents deposited in the temple and took nothing; Marcus Crassus took a golden beam.
2Mc	3	11	Quidam vero esse Hircani	But some of the money was Hircanus son of Tobias, a man of great dignity — in dignity and authority; St. Ambrose adds \"and in sanctity.\" This Tobias had married the sister of the high priest Simon II (Josephus XII, iv); his sons later transferred themselves to Antiochus Epiphanes. Total: four hundred silver talents and two hundred gold talents.
2Mc	3	12	Decipi vero eos	But it was altogether impossible that those who had trusted in the sanctity of the place should be deceived. To despoil those who had deposited their funds in the temple trusting its sanctity is entirely illicit and sacrilegious — therefore morally impossible. Such robbery would gravely injure the temple, commit injustice against the depositors, and violate the right of asylum and the wealth of widows and orphans.
2Mc	3	19	Accinctaeque mulieres ciliciis	Women girded with haircloth flocked through the streets; and the virgins who were shut up came forth. Some virgins lived in the temple (among whom the Blessed Virgin lived like an angel after her Presentation until she married Joseph); others were kept at home by their parents for the sake of modesty. Both groups ran to Onias the Pontiff to seek counsel and aid, especially since many had their dowry deposited in the temple — if Heliodorus carried it off, he would take away their food and life.
2Mc	3	25	Apparuit enim illis quidam equus	There appeared to them a horse with a terrible rider, adorned with a very rich covering, and he ran fiercely and struck Heliodorus with his forefeet. This was an angel who assumed the form of a horse and rider so as to oppose Heliodorus the horseman and overthrow him as in a duel. The Greek reads: \"He drove the forefeet against Heliodorus.\" This was not an imaginary vision seen by Heliodorus alone, but a real action before all present — for it says \"appeared to them,\" that is, to all. Similarly, angels appeared to Zechariah (chapter 1) as horses and horsemen, and to St. John (Apocalypse 6). Note: if God so punished Heliodorus who merely attempted to steal temple deposits, how will he punish those who plunder churches, monasteries, and pious foundations and divert their revenues to secular uses?
2Mc	3	26	Alii etiam apparuerunt duo	There appeared also two other young men, beautiful and strong, glorious in comely attire, who stood on either side and scourged him without ceasing with many stripes. The first angel on horseback was as a praetor; the two young men were as officers executing the sentence, scourging the sacrilegious Heliodorus most severely. Hence God does not always punish sinners through demons, but sometimes through good angels. Josephus-Gorionides (VII, i) elaborates: Heliodorus walking through the Holy of Holies heard a violent commotion that could break mountains; all his satellite fled and hid; Heliodorus alone remained, lifted his eyes, and saw a man of most terrible aspect clothed in gold with shining gems, rushing and leaping toward him.
2Mc	3	32	Considerans autem summus sacerdos	The high priest, fearing lest the king should suspect some mischief had been done to Heliodorus by the Jews, offered a sacrifice of salvation for the recovery of the man. The victim offered was a peace-offering (hostia salutaris), offered by law for the peace and salvation of a person (Leviticus 3).
2Mc	3	35	Heliodorus autem hostia Deo	Heliodorus, after he had offered a sacrifice to God, and made great vows to him who had granted him life, gave thanks to Onias and returned with his army to the king. Gorionides adds that Heliodorus threw himself at the feet of Onias and humbly gave thanks — impelled by gratitude for the life received through Onias.
2Mc	3	36	Testabatur autem omnibus	He testified to all men the works of the great God, which he had seen with his own eyes. Hence it appears that Heliodorus acknowledged the true God of Israel and worshipped him alone. Gorionides asserts that all his soldiers (Macedonians) did likewise. Heliodorus later, seeking the kingdom, treacherously killed Seleucus and made himself king — but was expelled by Antiochus Epiphanes aided by Attalus and Eumenes; hence Antiochus was called Epiphanes (\"illustrious\") because \"he shone out as the champion of the paternal dominion against those who were usurping the kingdom\" (Appian, Syriaca).
2Mc	4	1	Simon ille qui prodiderat	But Simon, who had been the betrayer of the money and his country, spoke ill of Onias, as if he had terrified Heliodorus, and had been the promoter of these evils. The audacity of sycophants and traitors: they dare to accuse innocent men of the very crimes they themselves committed, covering their own villainy with another's guilt. Simon, who had betrayed the treasury to Apollonius and thereby brought Heliodorus and danger upon the city, now accused the innocent Onias of being the real instigator of the trouble.
2Mc	4	3	Pertingente autem simultate	But when the contention grew so violent, that even murders were committed by some of the partisans of Simon… The rivalry between Simon and Onias escalated to bloodshed. Lapide notes: rivalry for ecclesiastical office and honour has always been a root of violence and murder. The history of the pseudo-pontificate of Jason and Menelaus is a supreme example of simony in its most destructive form.
2Mc	4	7	Post hujus mortem cum	After the death of Seleucus, Antiochus, who was called the Noble (Epiphanes), took possession of the kingdom. Antiochus Epiphanes is called \"Nobilis\" (Greek Epiphanes = illustrious) by the Gentiles on account of his deeds, but more truly is called by Polybius and others Epimanes (= mad and insane), as was noted in Book I. His reign brings the great persecution of the Jews.
2Mc	4	8	Promittens Antiocho trecentos	Having promised to the king three hundred and sixty talents of silver, and from some other revenues eighty talents, and besides this, a hundred and fifty if he might have authority to set him up a place for exercise. Jason purchased the high priesthood from Antiochus Epiphanes with a great sum of money — thereby becoming a simoniac pseudopontifex. By just divine judgment he himself was expelled from the pontificate in the same manner: as he had purchased it with money, so Menelaus outbid him, and Jason lost both pontificate and homeland.
2Mc	4	10	Quibus positis more Graecanico	Having obtained these things, and gotten authority over his countrymen, Jason immediately converted his fellow citizens to the manner of the heathens. Jason was the first to introduce Greek customs into Jerusalem — the gymnasium, the ephebate (school for youths), the Greek petasus (hat), and Greek dress. The priesthood and the sacred ministry were then contemned and neglected, while all the young men ran to wrestling-exercises. The petasus was the wide-brimmed hat worn by Greek athletes, here becoming a symbol of apostasy from Jewish customs. This is what the innovators of every age do: under pretence of culture, they introduce pagan customs and cast off the sacred rites and discipline of religion.
2Mc	4	11	Dissolvebatque legitimas civium	And he made void the lawful ordinances of the citizens, and abolished the institutions established according to the law. Jason abolished the privileges granted to the Jews by Antiochus the Great, preserved by John the father of Eupolemus who had conducted the great embassy to Rome for friendship and alliance (1 Maccabees 8:17). One impious man overthrew in a moment what had been gained through long labour and public service.
2Mc	4	13	Tanta autem erat graecizandi	There was such an eager desire of a foreign and Greek mode of life, and an admission of foreign customs. The youth were so inflamed with desire for Greek customs that even the priests neglected their duties at the altar, despised the divine ministry, and hastened to the wrestling-floor. Lapide warns: when the guardians of religion are themselves corrupted by worldly fashions and pleasures, the whole people follow into ruin.
2Mc	4	23	Post triennii vero spatium	After the space of three years, Jason sent Menelaus…to carry the money to the king and to conduct the negotiations about necessary affairs. Menelaus, sent by Jason to pay tribute money to Antiochus, used the opportunity to outbid Jason and purchase the high priesthood for himself with a larger sum — thus driving out Jason. This is the classic pattern of simony: one simoniac displaced by a greater simoniac. Menelaus was not even of the priestly tribe (he was of the tribe of Benjamin like his brother Simon), making him doubly sacrilegious — both in the manner of obtaining the office and in his personal unworthiness.
2Mc	4	30	Accidit autem per idem tempus	But it happened that the Tarsians and the Mallotas raised a sedition, because they were given as a present to Antiochis, the king's concubine. The justice of God is displayed throughout this chapter: those who pursue ambition and gain by sacrilegious means are beset by revolts, conspiracies, and violent ends. The sedition provided the occasion for Antiochus to leave Andronicus in charge at Antioch — the very Andronicus who would murder Onias.
2Mc	4	34	Quam ob causam Menelaus	For which cause Menelaus, taking Andronicus apart, requested him to kill Onias. Onias had rebuked Menelaus publicly for stealing the sacred vessels, so Menelaus conspired to have him murdered. Andronicus, bribed with gifts, treacherously lured Onias out from the right of asylum he had taken at the sanctuary of Daphne near Antioch — renowned for its grove of Apollo and Artemis and for its absolutely inviolable asylum — and killed him there. The right of asylum in holy places was universally recognised even by pagans; to violate it was considered an unparalleled impiety.
2Mc	4	35	Propter quod non solum Judaei	For this cause even the Jews and Greeks were sore displeased, and were indignant at the unjust murder of the man. The universality of the moral outrage — felt even by pagans — proves both the eminence of Onias and the impiety of the crime. Even those outside the faith recognised a manifest injustice.
2Mc	4	38	Ita Deus per eum qui occiderat	God therefore repaid him with the punishment he deserved. By a most just divine judgment, Antiochus with his own hand struck Andronicus and put him to death — leading him first naked through the city stripped of his purple, and executing him in the very spot where Onias had been murdered. The execution in the place of the crime was an eloquent sign of divine retribution.
2Mc	4	39	Post haec autem plurima	But after many sacrileges were committed by Menelaus in the city…Lysimachus committed many acts of sacrilege. Menelaus used his brother Lysimachus to steal and sell the golden vessels of the temple. When the people of Jerusalem rose in anger at the repeated sacrileges, Lysimachus armed three thousand men against them; the people, using whatever came to hand (dust, stones, sticks), put the sacrilegious forces to flight and killed Lysimachus himself near the treasury.
2Mc	4	43	Contra Menelaum autem accusatio	Now when complaint was made against Menelaus before Antiochus. The elders of Jerusalem brought formal accusation against Menelaus before Antiochus at Tyre. Antiochus, bribed by Menelaus with money taken from the temple vessels, set aside the charges and condemned the innocent elders to death. Thus is the judgment of tyrants corrupted by money. Lapide notes: Ptolemaeus son of Dorymenes, who brought about this perverse judgment, is later punished by God's justice (chapter 10).
2Mc	4	47	Eos qui scelus perpetrassent	Accordingly he released those that were the cause of all the evil; even those wicked men he freed. The innocent are condemned, the guilty acquitted — the very inversion of justice. Lapide develops the moral on the corrupting power of bribery upon judicial authority, citing the Roman jurists on the duties of a just judge.
2Mc	4	48	Propter hoc etiam Tyrii	For this cause, even the Tyrians were indignant at this, and provided nobly for the burial of those who had been put to death. The men condemned by Antiochus at Menelaus's instigation — entirely innocent — were buried with honour by the citizens of Tyre. This act of decency by pagans stands as a rebuke to the impious Antiochus.
2Mc	5	1	Per idem tempus Antiochus	At the same time Antiochus prepared his second expedition into Egypt. This second expedition leads to the terrible consequences for Jerusalem that immediately follow. The chronological connection is important: the events that destroy Jerusalem flow directly from Antiochus's imperial ambitions, which in turn flow from the simony and apostasy of Jason and Menelaus.
2Mc	5	2	Contigit autem per universum	Throughout the city of Jerusalem, for the space of forty days, there appeared in the air horsemen running, in gilded raiment, and companies of spearmen armed with lances, and arrays of shields, and multitudes of men in helmets, with drawn swords. This aerial vision of armies is a prodigious heavenly sign of the imminent calamities about to fall through Antiochus. Such aerial prodigies are frequently mentioned by ancient historians (Josephus, Jewish War VI, v; Dio Cassius; Tacitus) as preceding great disasters. God sometimes permits such images — by natural causes (vapours, clouds, optical effects) or supernaturally — to warn people and move them to repentance.
2Mc	5	4	Omnes itaque rogabant	Wherefore every man prayed that the apparition might turn to good. Note the instinctive piety of the people: when faced with an ominous sign, they turned immediately to prayer. So the Christian threatened by signs of coming evils must run to prayer, fasting, and almsgiving — the three weapons with which Nineveh turned away divine wrath.
2Mc	5	5	Pervulgato autem falso rumore	When a false rumour was spread that Antiochus was dead…Jason took no less than a thousand men and by surprise attacked the city. Jason's opportunistic return shows his character: a traitor who had betrayed his country for the high priesthood now tried to reclaim it by violence. The bitter irony: Jason who had opened Jerusalem to Greek impiety now attacked it with Greek mercenaries in the name of recovering his own position.
2Mc	5	7	Non tamen habebat	But he did not gain the mastery of the government; the end of his treachery was disgrace, and he was again forced to flee. Jason's life ends in ignominy: he fled from country to country, died in exile without burial, \"unlamented, unburied, and without a country\" (v. 9–10). The universal moral: ambition and treachery destroy those who practise them.
2Mc	5	11	Hac de causa Antiochus	For this cause Antiochus moved out of Egypt in a rage, and took the city by force of arms. Antiochus interpreted Jason's brief seizure of Jerusalem as a revolt and used it as a pretext to attack. Thus the sins of individuals — the ambition of Jason, the treachery of Menelaus — brought catastrophe upon the whole people. This is a perpetual principle of divine providence: the sins of leaders and priests bring God's punishment upon the nation.
