book	chapter	verse	latin_incipit	english_translation
Hos	3	4	Quia dies multos sedebunt	The many days without king, prince, sacrifice, or ephod describe Israel's present condition since the destruction of Jerusalem. À Lapide, writing in 1625, notes that the Jews of his day fulfil this very prophecy—dispersed, without Temple or priesthood. The promise of return in the latter days (v.5) is read as a future mass conversion of Israel before the Last Judgment, a common Jesuit theme.
Hos	4	1	Audite verbum Domini filii Israel	The prophetic summons echoes the Sinai covenant. À Lapide notes the fourfold absence—no truth, no mercy, no knowledge of God, no judgment—as a comprehensive diagnosis of spiritual desolation. He cites Ambrose: where priests fail in teaching, the people perish for lack of knowledge (v.6). This becomes the basis for his extended polemic on priestly formation.
Hos	4	6	Quia tu scientiam repulisti	'Because thou hast rejected knowledge, I will reject thee that thou shalt not do the priest's office.' À Lapide calls this the most terrible sentence in the prophets against negligent clergy. He applies it to the Protestant reformers who, he argues, rejected the Church's authoritative teaching office. The multiplication of priests who sin is read as a sign of ecclesial decadence.
Hos	4	12	Populus meus in ligno suo interrogavit	Israel consults its wooden idols—a corruption of the prophetic oracle. À Lapide notes how superstition corrupts worship: the people prefer divination and fornication to the true cult. The spirit of fornication (spiritus fornicationum) is glossed as both literal sexual immorality and spiritual adultery, i.e., idolatry, following St. Augustine's typological reading.
Hos	5	14	Ego quasi leo Ephraim	God declares Himself a lion to Ephraim and a young lion to Judah. À Lapide, following Basil and Chrysostom, interprets this as divine justice operating through the Assyrian and Babylonian invasions. The lion figure also anticipates Christ as Lion of Judah (Rev. 5:5), who 'tears' His enemies yet is also the Good Shepherd who heals.
Hos	6	1	Venite et revertamur ad Dominum	'Come and let us return to the Lord'—à Lapide reads this as a penitential canticle placed in the mouth of the repentant remnant, anticipating the Church's liturgy of conversion. The movement from 'he hath struck' to 'he will heal' models the theology of salutary suffering found in the Desert Fathers and developed by St. John of the Cross.
Hos	6	2	Vivificabit nos post duos dies	'He will revive us after two days; on the third day he will raise us up.' À Lapide gives four interpretations: (1) literal—restoration after Assyrian captivity; (2) allegorical—Christ's resurrection on the third day; (3) moral—the soul's resurrection from mortal sin; (4) anagogical—the general resurrection. He quotes St. Paul's 'according to the scriptures' (1 Cor 15:4) as direct apostolic confirmation of the christological sense.
Hos	6	6	Misericordiam volui et non sacrificium	'I desired mercy and not sacrifice.' À Lapide, following Christ's own citation of this verse (Matt. 9:13; 12:7), explains that external sacrifice without interior dispositions is empty. The tension between cult and ethics is resolved not by abolishing sacrifice but by insisting on the soul's union of love. He cites Hugh of St. Victor on the relationship between the sacraments and charity.
Hos	7	8	Ephraim ipse commistus est populis	Ephraim mixed among the nations, an unturned cake—half raw, half burnt. À Lapide applies this image to those who are lukewarm in faith, neither fully converted nor fully reprobate; he cites Rev. 3:15-16 ('because thou art lukewarm I will vomit thee out'). The grey hairs of age without wisdom signify a life wasted in spiritual adolescence.
Hos	8	4	Ipsi regnaverunt et non ex me	'They have reigned and not by me.' À Lapide applies this to all rulers who claim authority without divine sanction, and to schismatic religious leaders. The silver and gold made into idols reflects the perversion of God's gifts to sinful ends. He draws on Augustine's De Civitate Dei in distinguishing the city of God from the earthly city.
Hos	11	1	Ex Aegypto vocavi filium meum	'Out of Egypt have I called my son'—à Lapide's treatment is a small masterpiece of typological exegesis. In the literal-historical sense this refers to the Exodus of Israel. In the allegorical sense Matthew 2:15 applies it to Christ's return from Egypt. À Lapide, against those who claim Matthew only accommodates the text, insists on a genuine double literal sense, following the Thomistic doctrine of divine authorial intent encompassing both historical Israel and the Messiah.
Hos	11	8	Quomodo dabo te Ephraim	'How shall I give thee up, Ephraim?' À Lapide calls this the cry of divine pathos, unique in the prophets. God's heart recoils from destruction; the divine affections are described anthropopathically by condescension to human understanding. He cites John Chrysostom: God speaks thus not because He is moved by passion but to show the infinite distance between His love and any human love.
Hos	13	14	De manu mortis liberabo eos	'I will deliver them out of the hand of death. O death, I will be thy death; O hell, I will be thy bite.' À Lapide follows Jerome and Ambrose in reading this as a direct prophecy of the Resurrection, fulfilled in Christ's harrowing of hell. Paul's citation in 1 Corinthians 15 confirms the christological sense as the primary intention of the Holy Spirit. Death personified is destroyed by the death of Christ.
Hos	14	2	Convertere Israel ad Dominum Deum tuum	'Return, O Israel, to the Lord thy God.' À Lapide identifies the prescribed words of penitential prayer (v.3-4) as a model for the Church's liturgical confession. The phrase 'take away all iniquity and receive the good' encapsulates the theology of justification: God takes what is ours (sin) and gives what is His (grace). He cites Trent Session VI on the nature of justifying grace.
Hos	14	5	Ero quasi ros Israel	'I will be as the dew to Israel.' The dew images—lily, cedar of Lebanon, olive tree—figure the gifts of the Holy Spirit poured out in the messianic age. À Lapide follows the Fathers in reading the lily as purity, the cedar as incorruptibility, and the olive as the anointing of the Spirit. The whole passage is applied to the Blessed Virgin Mary as the first and perfect fruit of redemption.
Hos	14	9	Quis sapiens et intelliget haec	'Who is wise, and he shall understand these things?' À Lapide concludes that the true interpreter of prophecy is the soul illumined by the Holy Spirit and submissive to the Church's Magisterium. He warns against the private interpretation of Scripture that produces heresy, citing 2 Peter 1:20. The final verse is both an invitation and a challenge: prophecy rewards only those who approach it with humility and prayer.
