BookAbbrev	Chapter:Verse	Annotation	Source
Gn	7:16	Shut him in.] God who by his only wil could in a moment haue drowned al the rest of the world, fauing whom he pleased, not needing in any thing the help of his creatures, yet would vse both natural and supernatural meanes, as the labour of Noe to build the arke, new fountaines springing, and the heauens powring downe water fourtie dayes together, afterwards the wind to dry vp the earth, and because the dore (being great for Elephants to enter in) and was to be framed without (as S. Ambrose noteth) for better induring the forcible waters, could not commodiously be closed by Noe, Our Lord (by the ministrie of Angels) shut him in on the out side, to teach vs by al this and the like disposition of things, that albeit his Diuine omnipotecie can doe what he wil al alone, yet he wil haue his creatures to concurre and cooperate as secundarie causes, sometimes naturally, sometimes supernaturally or miraculously, as it pleaseth his goodnes to impart to them power and vertue.	scan-pdf
Gn	7:23	But only Noe.] As there is not anie thing in al the old Testament, from the creation of the world til the comming of Christ, more notable, more admirable, or of greater importance, then this historie of the general floud; so was there nothing that euer more aptly, more luely, or more exactly prefigured Christ and his Church, then did Noe & the arke, & the drowning of the rest of the world in that deluge. Which S. Augustin declareth in many places, but most especially & of purpose in his twelfth booke against Faustus the Manichee, from the 14. chapter to the 21. and in his fifteenth booke of the citie of God. In summe the Doctours teach, that Noe, signifying rest, was a figure of Christ, the very rest of mans soule. Whom whosoeuer followeth shal find rest for their soules. The arke signifieth the Church, the forme therof being six times so long as broad, and ten times so long as high, resembleth the proportion of mans bodie. The dore in the side representeth the wound in Christs side, from whence flowed the holy Sacraments, by which the faithful enter into the Church, & are sanctified. The timber wherof the arke is made, & the water baring it vp, signified the Crosse of Christ & Baptisme. Likewise the squarenes of the timber signified such men in the Church, as be constant and stand firmely in al sorts of tentations: especially godly and learned Doctours and Pastours, who by word and example vphold and confirme the faithful people in al afflictions within, and withstand & conuince al Heretikes and other Infidels that oppugne the Church without. The most strong kind of glew called bitumen, signified the permanent or euerlasting stabilitie, and vnseparable connexion of the Church, by the grace and continual assistance of the Holie Ghost. The consummation of the arke in one cubit signified the vnitie of the same Church, which is one in al times and places. Neither would God haue manie arkes, nor manie chiefe Rulers, but one only arke, and one chiefe Gouernour therof, and that al without the same should corporally dye, to signifie that al which dye without the Church doe perish, and are eternally damned. Wherupon S. Hierom sheweth that al within the Church, that communicate with the See Apostolike are as those in the arke of Noe, and al Schismatikes, Heretikes, and other Infidels are in like case with the rest of the world, that were drowned with the floud.	scan-pdf
Gn	8:20	Built an Altar.] Noe without expresse commandment, and without delay, offereth Sacrifice to God, for the benefit receiued in his and his families conseruation, with the other liuing creatures, in that general deluge of the world. Wel knowing (faith S. Ambrofe) that to be true thankes-giuing, which is performed, not commanded: therfore he made no delay. For the vertue of a gratefull mind excludeth doubtful deliberation, and he that expediteth til the debt of thankes be exacted, is an ungracefull person. For more solemnitie, he dedicated an apt and permanent place, for this peculiar diuine seruice, Building an Altar to our Lord. The Hebrew word Mizbeach (of the verbe Zabach, to kil, or make sacrifice) and the Greeke Thysiastirion, signifie an Altar to sacrifice on, not a common table for meate. He offered of the cleane and best things; because pure and deuout Sacrifice is due to God. Moreouer, it was large and bountiful, for he offered of al the kinds of cleane beasts and foules. Finally, he offered them in Holocaustes, where al was burned and consumed in the honour of God. How grateful al this was to God, Moyses signifieth saying: Our Lord smelled a sweet fauour: not that either anie sweet corporal fauour could of it-selfe delight God, who is the most spiritual substance, or that the burning of flesh, bones, and bowels of beasts could yeald sweet fauour; but the deuout mind declared by such external dutie greatly pleased God. For God requireth both, but specially a sincere hart. It were a grieuons thing (faith Plato writing of sacrifices) if God had respect rather to the guifts and sacrifices of men, then to their mind.	scan-pdf
Gn	10:8	Nemrod.] To this Nemrod the sonne of Chus, first builder and King of Babylon, Iosephus, S. Epiphanius, S. Hierom, S. Augustin, and generally al ancient writers ascribe the first tyrannie, and first setting vp of an earthlie citie of Babylon, opposite to the Citie of God after the flood. He was a Valiant, or rather a Violent and cruel hunter, a giant hunter (faith S. Augustin, according to the Septuagint Interpreters) who by falshood and force brought manie vnder his dominion. For he stirred vp pride (faith Iosephus) and contempt of God in men, auouching that they were not beholding to God for present felicitie, but to their owne vertue; and so supposing men would fall from God to him, if he offered himselfe a leader and helper against a new flood, by litle and litle drew al to tyrannie. He was otherwise called Saturnus, and was at length amongst others accounted a God. After him his sonne Belus Iupiter raigned 65 yeares, and then succeeded Ninus the first King of the Assirians.	scan-pdf
Gn	10:11	Assur builded Niniue.] Here is great difficultie and much dispute amongst writers, who this Assur is. Briefly, we may either say with Iosephus and S. Augustin, that Assur the sonne of Sem built a citie, which afterwards Ninus of Chams race enlarged, enriched, and changing the name called it Ninum: or els that this word Assur here signifieth (as 4. Reg. 15. Psal. 81. Esaie 10. & 31.) the King of Assirians, to wit Ninus the sonne of Belus, who as al histories greeke and barbarous report (faith S. Hierom) was the first that raigned ouer al Asia, and among the Assirians built Ninum a citie of his owne name, which the Hebrewes cal Niniue. He set vp the Monarchie of the Assirians, called the golden Kingdom, which stood 1240. yeares: and made his father Belus to be honoured for a God. To whom the Babylonians, as Pilate testifieth, first erected statuas, altars, and temples. Of this Belus or Bel of Babylon were also deriued other false Gods, as Belial the God of Libertines, Beelphegor God of the Moabites, Beelzebub of the Acharonites, Baal in Samaria, Baalim amongst the Philistims, and the like in other nations.	scan-pdf
Gn	10:31	The Nations.] How manie Nations & tongs were in the world immediately after the towre of Babylon, is more commonly supposed then cleerly shewed by old or late writers. Only it seemeth certaine and euident, that there were iust as manie tongs as Nations. But to find precisely (as the common opinion holdeth) 72, is hard. For in this chapter, where they would count this number, are not mentioned so manie. Neuertheles, if we adde certaine that began distinct Nations afterwards, til Iacob with his children went into Aegypt; in whom only the Hebrew Nation and tong continued to Christs time, the number wil come right. Of Iapheth were borne 7 sonnes chiefe of Nations. Of Cham by his first sonne Chus were 6 nephewes Princes of Nations. And Nemrod, besides his Kingdom of Babylon, raised vp other 6. By his second sonne Mesraim came 8 nations, Chams third sonne Phut made only one nation. And Chanaan his sonnes made 11 more. Of Sem came the chiefe and principal Nation the Hebrewes. These are al that are named in this place: to wit, of Iapheth 2, of Cham 33, and of Sem 21, which make in al 66, whereunto if we adioyne Nachor (Abrahams brother) Moab, and Ammon (Lots sonnes) also Ismael (Abrahams eldest sonne) and his issue by Cetura, and finally Esau (Iacobs brother) who made 6 more distinct nations, the whole number is 72.	scan-pdf
Gn	14:18	Bringing forth.] Seeing the Royal Prophet David, and S. Paul say Christ is a Priest for ever according to the Order of Melchisedech, we demand of Protestants, if Christ fulfilled not Melchisedechs figurative Sacrifice offered in bread and wine, by offering his owne bodie and bloud at his last supper in formes of bread & wine, and by instituting the same to be offered by his Priests til the end of the world, what other figurative sacrifice of Melchisedech they can find performed by Christ. Kemnifius complayneth that the Latin text hath Obtulit, for Protulit, Offered, for Brought forth. But al Latin Editions haue Proferens, bringing forth. The question therfore in controversie is, to what end and vse Melchisedech brought forth bread and wine? Caluin and Kemnifius say it was only to refresh or feed Abraham and his men, and not for sacrifice. But the Hebrew word Hotsi, brought forth, is a word pertayning to Sacrifice, as in the 6. chap. of Iudges and importeth that the bread and wine were first offered in Sacrifice. Againe, the words following For he was the Priest of God most High, can haue no other sense, but that he offered sacrifice and did the function of a Priest in the bread and wine which he brought. S. Clemens Alexandrinus li. 4. Strom. writeth thus: Melchisedech King of Salem, Priest of God most High, gave wine & bread sanctified nutriment in type of the Eucharist. S. Cyprian Epist. 63. ad Caecilium: Christ is Priest for ever according to the Order of Melchisedech, which Order is this comming from that Sacrifice, and thence descending, that Melchisedech was Priest of God most High, that he offered bread and wine, that he blessed Abraham. For who is more a Priest of God most High, then our Lord Iesus Christ, who offered Sacrifice to God the Father, and offered the same which Melchisedech had offered, bread and wine, to wit, his owne bodie and bloud. S. Augustin Epist. 95: Melchisedech bringing forth the Sacrament of our Lords table, knew how to figurate his eternal Priesthood. Idem li. 16. c. 22. ciuit: There first appeared that Sacrifice, which is now offered to God by Christians in the whole world.	scan-pdf
Gn	14:19	Blessed him.] Caluin and some other Protestants, to auoid the connexion of Melchisedechs Priesthood and bringing forth of bread and wine, wil needs haue these words, He was a Priest, referred only to that which followeth, he blessed Abraham. But Melchisedech did not blesse Abram because he was a Priest, for Abram was also a Priest, but because he was a greater Priest then Abram; which S. Paul vrgeth saying: Without al contradiction that which is lesse, is blessed of the better, concluding therupon that Melchisedech was greater then Abraham.	scan-pdf
Gn	14:20	Gave tithes.] This is an other prerogative of Melchisedech, that Abram payed tithes to him, which S. Paul likewise explicateth (Heb. 7.) and proveth thereby that Christs Priesthood is greater then the Leuitical. Moreover this paying of tithes by Abraham sheweth the antiquitie of this tradition, being practised in Abrahams time, that the spiritual Superiours received tithes of their inferiours.	scan-pdf
Gn	15:6	Belieued God.] S. Hilarie (li. 9. de Trin.) and S. Ambrose (li. 1. de Abraham. c. 3.) by this example teach vs, what manner of faith is reputed to iustice, to wit, such a faith as without tergiuersation, or requiring of proofe or reason, doth simply belieue that which God once faith, because he is omnipotent, how farre soeuer the thing that is said surmounteth our vnderstanding. For so heroical was the act of Abrahams faith, promptly belieuing Gods word in a matter most hard to his former conceit, that for the same he receiued singular prayse; and for the like afterwards was called The father of manie Nations (c. 17. v. 5.) and by S. Paul The father of al that belieue (Ro. 4. v. 11.) where the Apostle teacheth that Abraham had no iustice, nor estimation of iustice before God, vntil he belieued in Christ (v. 18. 19. 29.) because al workes before that faith are insufficient. Neither was this a sole faith, but had other necessarie vertues of hope, and charitie, humilitie, reuerence, obedience, and the like ioyned with it. Wherfore S Iames testifieth that Abraham was iustified by workes (that is by workes following faith, not going before faith.) For Faith (faith he) if it haue not workes, is dead in it-self, (c. 2. v. 17.) And by workes Abrahams faith was consummate (v. 22.) And concludeth thus: Doe yee see, that by workes a man is iustified, and not by faith only. v. 24.	scan-pdf
Gn	16:3	To wife.] The Manichees did calumniate holie Abraham and other Patriarchs for hauing manie wiues, condemning them of incontinencie and adulterie for the same. Luther in the contrarie extreme held it not vnlawful, but indifferent now in the law of grace, for a man to haue more wiues then one at once. But the Catholike doctrine distinguishing times and causes, sheweth how pluralitie of wiues was lawful sometimes, and at other times, especially since Christ, altogether vnlawful and vndispensable. By the first institution of Mariage in the state of innocencie, and law of nature, and by the law of Christ, it is vnlawful for anie man to haue more wiues then one. Notwithstanding God sometimes dispensed in this for the case of scarcitie of people after the flood. Which appeareth sufficiently by that Sarai perswaded her owne husband to marie an other wife, and he a true seruant of God agreed thereto, not as a new thing, but as a lawful practise of those times. Yet this dispensation either ceased before Christs time, the cause ceasing when the world was replenished; or at least our Sauiour tooke it away, restoring Matrimonie to the first institution of two in one flesh.	scan-pdf
Gn	17:5	Manie nations.] Abram signifying High or Noble father, changed into Abraham, which signifieth Father of manie (Nations) import great Mysteries intended by God: For by this changing of names was declared and confirmed, that Abraham by the issue that he should haue of Sara, should be the father of manie Nations, which S. Paul expresly applieth to his spiritual children, those especially that should belieue in Christ, of the Gentiles, prefigured by Isaac borne of the freewoman, by the promise, as the Iewes were prefigured by Ismael borne of the bondwoman according to the flesh, concluding with the prophet Esay, that Manie are the children of the desolate, that before was barren. For albeit Abraham was natural father of foure Nations, the Ismaelites, Madianites, Idumeans, and the Israelites, yet he was spiritual father of manie more, to wit, of al Nations that belieue in Christ from his owne time to the end of the world. Wherby it is cleer, that the Church of Christ doth alwayes consist of manie Nations, not as Donatistes and Protestants absurdly say, sometimes of few inuisible or vnknowen persons, for so Abraham should sometimes be father of few or no Nations, which derogateth either from Gods omnipotencie if he could not, or from his fidelitie if he should not maintaine his promise made to Abraham for euer.	scan-pdf
Gn	17:10	Shal be circumcised.] The Sacrament of Circumcision here first instituted, about 400. yeares before the Law of Moyses, is a perfect figure of Baptisme, resembling it in foure things. First, by both these Sacraments the faithful are distinguished from infidels. Secondly, profession of faith is made in them both either by those that receiue the same, if they be of discretion, or by others for them, if they be infants. Thirdly, by both these Sacraments entrance is made into the Church and to the participation of other Sacraments and spiritual rites. Fourthly, both these Sacraments induce subiection to the iurisdiction and lawes of the Church. But Baptisme doth farre excel Circumcision in that it is more easie, more vniuersal, for it pertaineth to al Nations, and both sexes: and especially in vertue and efficacie, for Baptisme as an instrumental cause remitteth sinne and iustifieth, Circumcision was only a signe that grace was giuen & sinne remitted. Againe, Baptisme imprinteth a character in the soule, the other leaueth a marke only in the flesh. Finally, Baptisme openeth the gate of heauen, in vertue of Christs passion now past, which circumcision could not before Christ suffered death.	scan-pdf
Gn	17:14	Shal be destroyed.] This punishment pertained to those by whose negligence themselues, or others of their charge, were not circumcised. But S. Augustin (li. 3. c. 18. cont. Iulian. li. 16. c. 17. ciuit.) proueth that this commination pertained also to infants, not for that they could transgresse this precept, or commit a new sinne, but for lack of circumcision. The reason whereof is, for that God now determined this only remedie for original sinne, in the male sex of Abrahams seed, in place of sacrifice, or other profession of faith vsed before. S. Augustin vnderstandeth this threatning not only of temporal punishment, but also of eternal separation from God, and the societie of Saints. That also infants are so secluded only for lack of this remedie, as now some children which dye without Baptisme, committing no new fault are depriued of the vision of God, for their original sinne not remitted.	scan-pdf
Gn	19:1	Abraham and Lot by hospitalitie merited to receiue Angels instead of men. (Heb. 13.)	scan-pdf
Gn	19:13	This sinne crieth to heauenge, for which God sent the Angels to destroy them.	scan-pdf
Gn	19:26	Lots wife turned into salt, admonisheth the seruants of God to proceed in vertue, & not to looke back to vice. (Luc.17. S. Aug. li.16. c. 30. ciuit.)	scan-pdf
Gn	19:30	Lot neither perfect nor very wicked was deliuered for Abrahams sake. (S. Aug. q. 45. in Gen.)	scan-pdf
Gn	19:37	Moabites & Ammonites were two distinct Nations, perhaps of the 72.	scan-pdf
Gn	21:12	Let it not.] It seemed so hard, inhumane, and vniust to cast Agar and Ismael out of the house, that Abraham would not haue done it, vnles God had commanded him in this to heare the voice of Sara. But when he knew Gods wil therin, not respecting flesh and bloud, nor disputing further of the lawfulnes of the fact, sent them both away, commending them to Gods protection: and so by this separation the familie was made quiet. It represented also a notable Mysterie of the Synagogue of the Iewes and Church of Christ. As S. Augustin doth excellently expound the same, according to S. Paul (Gal. 4.) That Ismaels playing with Isaac was persecution, because it tended to peruert him, shewing it to be a greater iniurie to delude and deceiue anie, in drawing them to new and particular companies, then corporally to persecute them: and that the Church and Catholike Princes punish heretikes for their good, to make them returne to the truth, or finally to cease from seducing others.	scan-pdf
Gn	25:23	The elder shal serue the yonger.] As before (c. 17. v. 21. and c. 21. v. 12.) the couenant and great promises made to Abrahams seed, are declared to pertaine only to Isaac, and not to Ismael, nor to the other brothers; so the same belong not to Esau the elder, but only to Iacob the yonger sonne of Isaac, the Holie Ghost saying, The elder shal serue the yonger. And withal signifieth (faith S. Augustin) that the elder people of the Iewes shal serue the yonger Christian people. An other great document of grace S. Paul gathereth vpon this Mysterie: that the twinnes being not yet borne, nor hauing done any thing good or euil, without anie good merits the yonger is elected, the elder reprobate. For doubtles (faith S. Augustin) touching original sinne they were both equal, and concerning proper sinne, neither of them had anie at al. By which example he sheweth Gods mere mercie in the elect, and iustice in the reprobate.	scan-pdf
Gn	25:31	Sel me thy first-birth right.] Iacob instructed by his mother, that God had chosen him in place of his brother Esau (for to her God had reuealed that the elder should serue the yonger) did lawfully vse this oportunitie to get Esaus grant of the right pertaining to the first-borne, but Esau in selling it sinned, shewing himselfe an intemperate prophane man. (Heb. 12.)	scan-pdf
Gn	28:18	Iacob erected a stone and powred oyle thereon.] What Iacob did in this place, is now vsed in the Catholike Church. For so Rabanus, a diligent obseruer and writer of Ecclesiastical Rites, Ceremonies, and Customes, touching the vse of holie oyle witnesseth (li. 1. c. 45. Institut. cleric.) that the Altar being first sprinkled with water, is annointed with Chrisme, to the example of the Patriarch Iacob, who after that dreadful vision, erected a stone for a title powring oyle theron, and calling that place The house of God. S. Cyprian also writing of Chrisme mentioneth the two sorts of holie oyle vsed in the Church; one of simple oyle consecrated by a Bishop, which is vsed for Catechumens before Baptisme, persons possessed, and the sick; the other is made of oyle and balme, also consecrated by a Bishop, and this is vsed in Baptisme, Confirmation, and in consecrating Altars, Kings, and Priests.	scan-pdf
Gn	28:20	Vowed.] It can not be vnderstood that Iacob heer vowed or promised only to serue God, as the Soueraigne Lord of al creatures, for to that he was bound, whether he should prosper temporally or no; but that he vowed particular godlie works, to which he was not otherwise obliged. As heer he expresseth two things. First, And this stone, which I haue erected for a title, shal be called the house of God. Wherby he promised the building of a Church, performed at his returne (chap. 35.) Secondly, he added, And of al things which thou shalt giue me I wil offer tithes to thee. And this likewise was of free deuotion. For tithes also in the law of nature were due to Priests, and by inferiour Priests to the chiefe Priest, as Abraham gaue tithes to Melchisedech.	scan-pdf
Gn	31:19	Idols.] Images of false Gods (as these were) are most properly called idols. And so the hebrew word Teraphim is heer rightly translated idols: which in other places signifieth other things. As the statua which Michol put in Dauids bed was not an idol. Againe, the Prophet fortelling the lamentable state of the Israelites, faith they shal be long without Kings, Prince, Sacrifice, Altar, Ephod, and Teraphim, which last word in the Protestant English Bibles remaineth vntranslated. Where if they had translated images (as here they doe) it would proue, that some images pertaine to true religion, the want wherof is lamented among other principal things. These idols Rachel stole from her father, to withdraw him from idolatrie, as S. Basil, S. Gregorie Nazianzen, and Theodoret expound it. And in this, faith Theodoret, she was a right figure of the Catholike Church, which depriueth idolaters of their idols.	scan-pdf
Gn	32:24	A man wrestled.] This wrestling with an Angel assuming a bodie in forme of a man was corporal, as the effect shewed in Iacobs sinow shrunke vp, which made him to halt. It was also spiritual, as appeareth by his earnest prayer, vrging and at last obtayning the Angels blessing. S. Dion. c. 4. cel. Hier. S. Greg. prefat. in Iob. Theodoret q. 91. in Gen.	scan-pdf
Gn	33:10	Iacob seeing Gods hand in this change of his brothers mind, not of flatterie, but sincerely acknowledged his benignitie, as Gods countenance towards him.	scan-pdf
Gn	34:0	No formal annotations found for this chapter in the PDF scan.	scan-pdf
Gn	37:3	In his old age.] This being one cause why Iacob loued Ioseph aboue al his other sonnes, for that he was the yongest of the eleuen; it is alleadged in holy Scripture (faith S. Chrisostom) as least offensiue to his brethren. For a more special cause was for his mother Rachels sake, but most principal cause of al was, for his great vertues and mature iudgement; for which God also preferred him aboue them al, and now foreshewed the same by visions in sleep. Which they enuying and meaning to preuent, did indeed vnwitting cooperate therto, Gods prouidence turning their euil worke to infinite good.	scan-pdf
