book	chapter	verse	latin_incipit	english_translation
2Sm	6	6		Uzzah stretched forth his hand to the Ark and held it lest it fall. Lapide gives six reasons proposed by the Fathers for why God struck Uzzah: (1) Jerome: he placed the Ark on a cart rather than carry it on shoulders; (2) Some: he was unclean that day; (3) Pacian: he acted without examined conscience; (4) Abulensis: irreverence in touching it without necessity; (5) Some: he was not wearing sacred vestments; (6) Most probable (Josephus): Uzzah was a Levite, not a priest; only priests were permitted to touch the Ark (Num. 4:15).
2Sm	6	7		And the Lord was angry with Uzzah and struck him for his rashness. Lapide: Angelomus and others believe Uzzah, punished by temporal death, escaped eternal death. Allegorically: the Ark of the New Testament is the Blessed Eucharist — we must approach it with greater purity than Uzzah showed toward the Ark of the Old.
2Sm	6	9		David was afraid of the Lord that day, saying: How shall the ark of the Lord come to me? Lapide notes David's holy fear; he chose to send the Ark to Obed-edom rather than bring it to himself while uncertain of God's favor.
2Sm	6	11		And the Lord blessed Obed-edom and all his household. Lapide notes Josephus says Obed-edom was poor but just and a Levite; the Hebrews tradition says all his wives and daughters-in-law bore male children and his animals twins. So great is the blessing of hospitality to sacred things.
2Sm	6	14		And David danced with all his might before the Lord. Lapide: S. Ambrose (Serm. 25 De Sanctis) gives the mystical reason — David in spirit foresaw Mary of his lineage united to Christ as His tabernacle. \"What else shall we call the Ark but holy Mary? For the Ark bore within it the tables of the covenant; Mary bore the Heir of the covenant.\" (S. Ambrose)
2Sm	6	16		Michol daughter of Saul looked out the window and saw David leaping and dancing, and she despised him in her heart. Lapide: Michol represents the synagogue or the carnal-minded who despise the devotion of those who humble themselves before God. Her barrenness is the punishment of pride.
2Sm	6	20		And Michol the daughter of Saul coming out to meet David, said: How glorious was the king of Israel today, uncovering himself before the handmaids of his servants, and was naked, as if one of the buffoons should be naked. Lapide: David replies, \"I will both play and make myself meaner than I have done; and I will be little in my own eyes.\" True glory is humility. Thomas More, Chancellor of England, imitated David in singing in choir with surplice, and when rebuked by the Duke of Norfolk replied: \"What displeases the Lord King cannot displease the King of kings, to whom I render this service.\"
2Sm	6	23		Therefore Michol the daughter of Saul had no child to the day of her death. Lapide: \"Michol\" in Hebrew means \"all water\" (Eucherius); water is the symbol of persecution; those who are puffed up with carnal sense against spiritual devotion are made spiritually barren.
2Sm	7	2		See I dwell in a house of cedar and the ark of God is lodged within skins. Lapide: David vowed to build a temple from pure zeal for God's worship; he was moved by the contrast between his own cedar palace and the tent housing the Ark; this holy desire, though forbidden in its execution, was accepted by God.
2Sm	7	5		Shalt thou build me a house to dwell in? God refused to allow David to build the Temple because his hands were stained with the blood of wars (1 Par. 22:8). Lapide: it was fitting that the Temple be built by Solomon the peaceful, who was a type of Christ the Prince of Peace; David represented Christ in battle; Solomon represented Christ in peace.
2Sm	7	13		He shall build a house to my name, and I will establish the throne of his kingdom for ever. Lapide: Solomon built the Temple; but allegorically Christ built the Church, which is the true eternal temple. The promise of the eternal throne belongs properly and fully to Christ, not merely to Solomon.
2Sm	7	14		I will be to him a father, and he shall be to me a son. Lapide: this is explicitly applied to Christ by St. Paul (Heb. 1:5): \"For to which of the angels hath he said at any time: Thou art my Son, this day have I begotten thee?\" It is of faith that this text is to be understood of Christ. Lapide gives four opinions on the referent (Theodoretus, Angelomus, Lyranus, Hebrews), concluding with the fourth and truest: it applies literally to Solomon as type, but fully and properly to Christ.
2Sm	7	16		And thy house shall be faithful and thy kingdom for ever before thy face. Lapide: \"faithful\" (Heb. ne'eman) means firm, stable, enduring, eternal — the promise of the perpetual dynasty pointing to Christ, whose kingdom alone is absolutely sempiternal.
2Sm	7	18		And king David went in, and sat before the Lord, and said: Who am I, O Lord God, and what is my house, that thou hast brought me thus far? Lapide notes David sat in the tabernacle before the Ark, not from laziness but for quiet prayer. S. Augustine explains this session is the posture of one meditating on God's benefits in humility of heart. \"The soul becomes wise by sitting\" (Philosopher cited by Lapide).
2Sm	8	2		And he measured Moab with a line, casting them down to the ground; and he measured two lines, one to put to death, and one to save alive. Lapide explains the \"cord\" as a metaphor for David's just distribution of conquered peoples — mercifully sparing the greater number while executing the most guilty leaders.
2Sm	8	14		And all Edom was made subject to David. Lapide: fulfilment of Isaac's blessing to Jacob (Gen. 27:29): \"Be lord of thy brethren, and let thy mother's children bow down to thee.\" The Edomites (descendants of Esau) serve David (of Jacob's line). David composed Psalm 59 to mark this victory.
2Sm	8	15		And David reigned over all Israel, and David did judgment and justice to all his people. Lapide praises David's administration of justice as the model for all Christian princes.
2Sm	9	1		David asked: \"Is there anyone remaining of the house of Saul, that I may shew him kindness for Jonathan's sake?\" Lapide: David's fidelity to his covenant with Jonathan, even benefiting Jonathan's son after the father's death, illustrates: \"Who was kind to his enemies could not forget his friends\" (Theodoretus). A figure of Christ who never forgets those He has loved.
2Sm	9	8		Who am I, thy servant, that thou shouldst look upon such a dead dog as I am? Lapide notes Miphibosheth's profound humility; he calls himself a \"dead dog\" — helpless, lame in both feet, orphaned. David's generosity toward him is a type of Christ's mercy toward the lame soul, restoring it to the table of the King.
2Sm	10	4		Hanon therefore took the servants of David, and shaved off the one half of their beards, and cut away the lower half of their garments even to the buttocks, and sent them away. Lapide: a triple outrage against the law of nations — shaving of the head, half the beard, and cutting of garments — which David rightly avenged by war.
2Sm	10	12		Take courage, and let us fight for our people, and for the city of our God. Lapide praises Joab's speech as a model of the just war exhortation: fight for God's people and God's city — Jerusalem the type of the Church.
2Sm	11	2		David arose from his bed in the afternoon and walked on the roof of his palace, and saw from the terrace a woman washing — very beautiful. Lapide: the cause of David's fall was idleness, luxury, and sleep; the feast of the eyes led to the fall of the heart. \"The eyes are the leaders in love.\" He cites Job 31:1: \"I made a covenant with my eyes, that I would not so much as think upon a virgin.\"
2Sm	11	4		And David sent messengers, and took her; and she came in to him, and he slept with her. Lapide notes the depth of this fall by a holy king, prophet, and psalmist — caused by presumption (Ps. 29:7 — \"In my prosperity I said: I shall never be moved\"). He cites S. Francis warning: \"When you receive grace from God, say: Lord, keep in me this treasure, for I am its robber.\"
2Sm	11	11		Uriah said: \"The ark of God and Israel and Juda dwell in tents, and my lord Joab and the servants of my lord abide upon the face of the earth; and shall I go into my house, to eat and drink, and to sleep with my wife?\" Lapide praises Uriah's heroic fidelity and military piety — a soldier worthier than the king who murdered him. The Ark was present with the army before Rabbah.
2Sm	11	15		David wrote to Joab: \"Place Uriah in the front of the battle where the fight is strongest, and leave ye him, that he may be wounded and die.\" Lapide: this letter carried by Uriah himself (his own death-warrant) signifies, according to D. Thomas, \"the letters of death — scholars who know but do not do; these are letters without a seal, that is, knowledge without life, and therefore not to be believed.\"
2Sm	11	27		But the thing that David had done was displeasing to the Lord. Lapide catalogs David's five sins: (1) lust with Bathsheba; (2) deceit in calling Uriah home to conceal the pregnancy; (3) making Uriah drunk; (4) the letter ordering Uriah's death; (5) marrying the wife of the man he had murdered.
2Sm	12	1		The Lord sent Nathan to David. Lapide: after nine months David had made no penance; God in mercy sent Nathan, who \"used a parable to sharpen the sword from the tongue of David himself against David\" (Augustine). The wise physician concealed the lancet under a parable.
2Sm	12	3		The parable of the poor man's one little ewe lamb. Lapide explains the application: David is the rich man; Uriah the poor man; Bathsheba the single ewe lamb. \"The parable is festive, proposed by Nathan to arouse from sleep the king's soul stupefied by passion and pride.\"
2Sm	12	5		David, being very angry against that man, said to Nathan: As the Lord liveth, the man that hath done this is a child of death. Lapide: David condemned himself by his own judgment — he \"was not aware he was holding a sword against his own neck\" (Augustine).
2Sm	12	7		And Nathan said to David: Thou art the man. Lapide calls these \"the most terrible and salutary three words in Holy Scripture\" for a sinner suddenly confronted by his conscience.
2Sm	12	10		Therefore the sword shall never depart from thy house, because thou hast despised me, and hast taken the wife of Urias the Hethite to be thy wife. Lapide interprets this as relative: as long as David's royal line endures, the sword shall be a constant companion — four of David's sons died violently: this infant, Amnon, Absalom, Adonijah.
2Sm	12	12		For thou didst it secretly, but I will do this thing in the sight of all Israel, and in the sight of the sun. Lapide: Absalom publicly violated David's concubines on the rooftop — \"the rooftop of punishment corresponded to the rooftop of adultery, from which David had spied Bathsheba; and the midday sun of punishment answered to the evening hour of sin.\" Thus God exposes what was done in secret.
2Sm	12	13		And David said to Nathan: I have sinned against the Lord. And Nathan said to David: The Lord also hath taken away thy sin; thou shalt not die. Lapide: this two-word confession (\"Peccavi Domino\") is examined by five Fathers. S. Ambrose: \"He sinned as kings sin; but he did penance, wept, groaned — as kings do not. He confessed his guilt, implored indulgence, which he who is bound by no human laws sought.\" S. Augustine: \"The maturity of pardon declared how deep was the king's penance, which expiated so great an offence.\"
2Sm	12	14		Nevertheless, because thou hast given occasion to the enemies of the Lord to blaspheme, for this thing, the child that is born to thee shall surely die. Lapide cites Salvian: \"Of all sins, there is none greater than to give occasion to the Gentiles to blaspheme. Whoever sins without causing others to blaspheme brings damnation upon himself alone; but whoever causes others to blaspheme drags many with him into death.\"
2Sm	12	22		I fasted and wept while the child was yet alive; for I said: Who knoweth whether the Lord may not give him to me, and the child may live? But now that he is dead, why should I fast? Shall I be able to bring him back any more? Lapide: David fasted to win pardon for the innocent child; once dead in innocence the child was saved. He contrasts this with David's inconsolable weeping over Absalom (18:33), who died in the act of parricide — hence likely damned.
2Sm	12	24		And David comforted Bathsheba his wife, and went in unto her, and slept with her; and she bore a son, and he called his name Solomon; and the Lord loved him. Lapide: Solomon means \"peaceful\" — a sign that God had been reconciled to David through penance; Solomon was given as a pledge of peace and as a type of Christ, \"who is our peace\" (Eph. 2:14).
2Sm	12	25		And he sent by the hand of Nathan the prophet, and called his name Amiable to the Lord (Jedidiah), because the Lord loved him. Lapide: God gave Solomon a second name through Nathan, showing His special love; He had destined Solomon to build the Temple and to be the type of Christ — the great Peaceful King.
2Sm	13	1		Amnon loved his half-sister Tamar with a sick passion. Lapide notes the medical diagnosis of amor aegrotus (the sickness of love) from Aristotle; the story of Antiochus and Stratonice is cited by Lapide as a pagan parallel. He interprets Amnon's subsequent hatred as the natural result of disordered passion spending itself.
2Sm	13	14		And being stronger, he forced her. Lapide: God permitted David's firstborn son to commit this sin to chastise David's own adultery — \"Let parents be chaste so that by example rather than words they teach chastity to their sons. If they are unchaste, their children will imitate their unchastity.\"
2Sm	14	14		We all die, and like waters that return no more, we fall down into the earth. The wise woman of Thecua. Lapide explicates the four interpretations of this verse; the best (Abulensis): \"As water fallen into the earth cannot be gathered again, so life flows into death — yet God wills not to lose a soul.\"
2Sm	15	7		After forty years Absalom set out for Hebron under pretext of paying a vow, and there raised his rebellion. Lapide: the four punishments God sent David for his sin with Bathsheba — (1) death of the infant; (2) Amnon's incest; (3) Absalom's murder of Amnon; (4) Absalom's rebellion. \"Ambition blinds a man and robs him of reason, as it robbed Lucifer.\"
2Sm	15	25		And the king said to Sadoc: Carry back the ark of God into the city: if I shall find grace in the sight of the Lord, he will bring me again, and will shew me both it and his tabernacle. But if he shall say to me: Thou pleasest me not; I am ready, let him do that which is good before him. Lapide: this is the supreme example of resignation to God's will; David accepts deposition rather than compel the Ark to serve his cause.
2Sm	15	30		But David went up by the ascent of mount Olivet, going up and weeping, with his head covered and his feet bare. Lapide: David's ascent of Mount Olivet barefoot and weeping is a type of Christ's agony in Gethsemane on the same mountain; both are betrayed by a trusted friend (Achitophel / Judas).
2Sm	16	5		Semei cursed David, throwing stones. Lapide praises David's patience under injury: \"He who has filled you with reproaches, depart out of Bahurim... what if the Lord hath bid him curse David?\" Lapide cites S. Ambrose: \"What a height of prudence! what a height of patience! what a great invention for swallowing contumely!\" He notes that reproaches reflected back always injure the one who uttered them.
2Sm	16	10		Suffer him to curse, for the Lord hath bid him curse David. Lapide: God did not positively command the curse, but permitted it; David's attribution of the curse to God's permission is an act of perfect abandon to Providence — he saw it as a chastisement deserved.
2Sm	17	1		Achitophel's counsel: pursue David at once with 12,000 men by night. Lapide notes this was truly wise counsel militarily — \"Celerity in war avails much\" (Julius Caesar: \"Veni, vidi, vici\"). God frustrated it through Hushai to give David time to escape.
2Sm	17	23		And Achitophel seeing that his counsel was not followed, saddled his ass, and arose and went home to his house and to his city, and put his house in order and hanged himself. Lapide: Achitophel as a type of Judas — both betrayed their lord for political ambition; both died by hanging; both ended in hopeless despair. The parallel is made explicit by Lapide but no specific citations survive legibly in this section.
2Sm	18	5		And the king commanded Joab and Abisai and Ethai, saying: Save me the boy Absalom. Lapide: \"Paternal piety wrestles here with Absalom's impiety in open parricide. On one side fury; on the other, love. On one side madness; on the other, mercy. On one side cruelty; on the other, goodness\" (Chrysostom, Hom. De Absalom).
2Sm	18	9		And it fell out that Absalom met the servants of David riding on a mule; and the mule went under a thick oak, and his head caught hold of the oak, and he was taken up between heaven and earth, and the mule that was under him went on. Lapide: Absalom was suspended between heaven and earth — \"Heaven would not receive him, for it had cast out the first rebel (the devil); Earth refused him, not bearing to be polluted by the footsteps of a parricide\" (Chrysostom).
2Sm	18	14		And Joab said: It is not for me to wait. And he took three lances in his hand, and thrust them into the heart of Absalom. Lapide: the three lances correspond to the triple guilt of Absalom's heart — feigned obedience to his father while nursing ambition and rebellion. Chrysostom: \"He struck the heart of the heartless one, piercing the receptacle of iniquity.\"
2Sm	18	17		And they cast him into a great pit in the forest, and gathered together a very great heap of stones upon him. The stones piled over Absalom's grave. Lapide notes this monument still existed in his time near Jerusalem in the valley of the king — pilgrims cast a stone on it as they pass, cursing the parricide with the formula: \"Cursed be the parricide Absalom; and cursed be all who unjustly persecute their parents.\"
2Sm	18	33		And the king was grieved, and went up to the upper chamber over the gate, and wept: and as he went, he spoke in this manner: My son Absalom, Absalom my son: who will grant me that I may die for thee, Absalom my son? Lapide: David wept not merely for the death but for the probable damnation of Absalom, who died in the act of parricide without time for repentance. He lists S. Augustine, Chrysostom, Salvian, S. Bernard, Theodoretus — all opining Absalom was damned.
2Sm	19	22		And David said to Semei: Thou shalt not die. Lapide: David's pardon of Semei shows the magnanimity of the restored king; but he notes David on his deathbed (3 Kgs 2:8-9) instructed Solomon to bring Semei's grey hairs down with blood — the pardon was conditional and personal, not absolute. Lapide reconciles the two passages at length.
2Sm	20	22		The wise woman of Abel-Beth-Maacah threw the head of Sheba over the wall to Joab. Lapide praises her prudence: she saved her whole city by the sacrifice of one guilty man; Joab's mercy in sparing the multitude while punishing the leader of sedition is the rule of righteous princes.
2Sm	21	1		A famine of three years because of the bloodguilt of Saul who slew the Gibeonites. Lapide: though the sons of Saul were innocent as individuals, God has the right to punish a family for the sin of the father, as stated in Deut. 5:9. This was for multiple reasons — to show God's displeasure at the oppression of the poor, to extinguish potential rivals to David, and to demonstrate to all future ages that God will not overlook perjury and injustice.
2Sm	21	9		The seven sons of Saul were crucified before the Lord on the holy mountain at Gabaon. Lapide: \"They crucified them before the Lord\" — this was not mere execution but a form of sacrifice, the expiation of a national sin; the parallel to the brazen serpent and ultimately to the Cross of Christ is adumbrated in the commentary.
2Sm	21	10		Respha daughter of Aia spread sackcloth on the rock and kept watch over the bodies day and night, keeping away birds and beasts. Lapide praises her maternal constancy as heroic piety, comparable to the women who stayed at the Cross; her vigil moved David to gather and rebury the bones of Saul and Jonathan.
2Sm	22	1		And David spoke to the Lord the words of this canticle, in the day that the Lord delivered him out of the hand of all his enemies and out of the hand of Saul. Lapide: this is Psalm 17 (18), set here in its historical context — composed after all David's victories. He refers the reader to his commentary on the Psalms where it is explained in full.
2Sm	22	2		The Lord is my rock, and my strength, and my saviour. Lapide notes this Eucharistic canticle opens with a long catalogue of divine names — \"rock, strength, salvation, refuge, shield, horn of salvation\" — showing the soul's total dependence on God and its joy in being delivered from all enemies.
2Sm	22	7		In my distress I will call upon the Lord, and I will cry to my God: and he will hear my voice out of his temple. Lapide: this verse is the model of confidence in prayer — God hears from His holy temple (heaven) and from the tabernacle (the Church). The prayer of the just in affliction is always heard.
2Sm	22	26		With the holy thou wilt be holy; and with the valiant thou wilt be valiant. Lapide: God conforms Himself to the dispositions of souls; the pure He reveals Himself pure to; the perverse He meets with severity. A principle of divine pedagogy: \"God deals with souls as they deal with Him.\"
2Sm	22	51		Who giveth great salvation to his king, and sheweth mercy to David his anointed, and to his seed for ever. Lapide: the final verse of the canticle points directly to the eternal covenant — \"his seed for ever\" is ultimately Christ, of whom Solomon was only the proximate type. The \"anointed\" (christum) recalls the Messianic promise of chapter 7.
2Sm	23	1		These are the last words of David. David the son of Isai said: The man to whom it was appointed concerning the Christ of the God of Jacob, the excellent psalmist of Israel said. Lapide: three interpretations — (1) plainly of Christ, to whom the promise was made; (2) of David himself as the anointed of God; (3) Hebrews: \"a ladder was set up for the Christ of the God of Jacob,\" referring to the ladder of Jacob (Gen. 28) as a symbol of penance and the Messiah's descent. The first sense is the plainest.
2Sm	23	2		The Spirit of the Lord hath spoken by me, and his word by my tongue. Lapide: this is David's explicit claim to prophetic inspiration — \"I am not speaking from my own mind or genius, but breathed upon by the divine Spirit; God dictated the Psalms and I was His instrument.\" My tongue was \"the pen of a ready writer\" (Ps. 44:2).
2Sm	23	3		The God of Israel said to me, the Strong One of Israel spoke, the Ruler of men, the just Ruler in the fear of God. Lapide explains three senses: (1) Chaldaeus — \"He constituted me a king; He is the Messiah who shall arise and rule in the fear of God\"; (2) Vatablus — \"God foretold that I would be a just ruler fearing God\"; (3) allegorically of Christ who rules justly in the fear of the Lord.
2Sm	23	4		As the light of the morning, when the sun riseth, shineth in the morning without clouds; and as the grass springeth out of the earth by rain. Lapide: literally of David's kingdom; allegorically of Christ — \"His rising was from the heavenly grace of the Holy Spirit by whom the Blessed Virgin conceived; 'the Orient from on high hath visited us'\" (Luke 1:78). Angelomus: \"The dawn is the Church, which shines without clouds of unbelief at the rising of Christ from the dead.\"
2Sm	23	5		For my house is not so with God, that he should make with me an eternal covenant. Lapide explains the antithesis: David and his house are not of such intrinsic merit that God should enter an eternal covenant with them; it was by pure grace and liberality that God chose David to serve the generation of Christ. \"All my salvation and all my will\" are fulfilled in this covenant.
2Sm	23	6		But transgressors shall all of them be taken away as thorns, which are not handled with hands. Lapide: thorns need to be cut with iron or burned with fire — the impious must be corrected firmly, not softly; evil cannot be removed by gentle hands alone. Allegorically: God will cut down the houses of the wicked; the house of the just will flourish like grass watered by rain.
2Sm	24	1		And the anger of the Lord was again kindled against Israel, and he stirred up David among them, saying: Go, number Israel and Juda. Lapide: God did not directly incite David — He permitted Satan to do so (1 Par. 21:1: \"Satan rose up against Israel and moved David to number Israel\"). The attribution to God denotes a just permissive will used for the punishment of the people's sins.
2Sm	24	10		And David's heart struck him, after the people were numbered; and David said to the Lord: I have sinned very much in what I have done; but I pray thee, O Lord, to take away the iniquity of thy servant, because I have done very foolishly. Lapide: David's sin was pride — glorying in the multitude of his subjects. The census was not wrong per se (the Romans took censuses lawfully), but David did it from vanity and arrogance. S. Augustine: \"God diminished by the death of many the number in which the king had gloried.\"
2Sm	24	14		And David said to Gad: I am in a great strait; but it is better that I should fall into the hands of the Lord (for his mercies are many) than into the hands of men. Lapide: David chose the plague over famine and war because the plague is directly from God, whose mercy is greater than man's; and Chrysostom praises him as a good shepherd who hoped that the plague would take him before others, and so \"placed his soul for his sheep.\"
2Sm	24	16		And when the angel stretched out his hand over Jerusalem to destroy it, the Lord had pity on the affliction, and said to the angel that slew the people: It is enough. Lapide notes this is the same pattern as with Sodom (Gen. 19) and Sennacherib — a good angel (not evil) inflicted the plague by divine command; his sword was seen drawn by David. The plague ceased miraculously at Mount Moriah.
2Sm	24	17		And David said to the Lord, when he saw the angel striking the people: It is I that have sinned; I have done wickedly. These that are the sheep, what have they done? Let thy hand, I beseech thee, be turned against me and against my father's house. Lapide: \"How admirable! He who was unworthy of absolution was judged worthy of sacrifice by this act\" (S. Ambrose). David as the good shepherd offering himself for his flock — a type of Christ the Good Shepherd.
2Sm	24	18		And Gad came to David that day, and said to him: Go up, and build an altar to the Lord in the thrashing floor of Areuna the Jebusite. Mount Moriah — the same place Abraham offered Isaac (Gen. 22). Lapide: God chose this place to indicate where Solomon would build the Temple; and allegorically, the altar built here by David as expiation of his sin is a type of the Altar of the Cross on Calvary, where Christ by His sacrifice atoned for the sins of all mankind.
2Sm	24	25		And David built there an altar to the Lord, and offered holocausts and peace offerings; and the Lord became merciful to the land, and the plague was stayed from Israel. Lapide: fire came down from heaven to consume David's sacrifice (1 Par. 21:26) — a sign of divine acceptance. God indicated thereby that He willed the Temple to be built on this spot; and David proclaimed to all the people: \"This is the house of the Lord God, and this the altar for the burnt offering of Israel\" (1 Par. 22:1).
