book	chapter	verse	latin_incipit	english_translation
1Sam	1	21		Elkanah ascends with all his household to offer the solemn sacrifice and his vow. Lapide: this shows Elkanah had made his own vow to God for Anna's fruitfulness and Samuel's birth; for a mother cannot vow a son against the father's will, since the son depends more on the father (Abulensis, Sylvester).
1Sam	1	27		"For this child I prayed; and the Lord hath granted me my petition which I asked of him." Samuel was not so much Anna's son as God's son, given to Anna through Heli's blessing. Chrysostom: "Anna was both mother and father of the child — though the husband contributed the seed, it was her intercession that gave force and efficacy to the seed and caused Samuel to be born under auspicious beginnings."
1Sam	2	1		"My heart hath rejoiced in the Lord, and my horn is exalted in the Lord." The canticle of Anna is inspired by the Holy Spirit and forms part of Holy Scripture (Augustine, Theodoretus, Procopius). Lapide: Zacharias's canticle at John the Baptist's birth, and the Virgin Mary's "Magnificat," are closely similar to and sometimes verbally identical with this canticle of Anna. Both Anna and the Virgin conceived prophets and received prophetic grace (Theodoretus, Procopius).
1Sam	2	1		"My horn is exalted in the Lord." Horn = strength and glory (since oxen, stags, and rhinoceroses have their power, beauty, and glory in their horns; royal crowns and their rays are called horns). Samuel was Anna's horn — the strength and glory of both herself and all Israel. Jerome: "Samuel sprang from Anna as a horn from the head of a rhinoceros; as the rhinoceros vanquishes wild beasts with its horn, so Samuel scattered and dissipated the Philistines."
1Sam	2	1		"I have rejoiced in thy salvation." Heb.: "in thy salvation" — pointing mystically to Christ our salvation (Septuagint: "Saviour of the world"). Augustine: true joy is not in the world but in God and Christ. Chrysostom: "The souls of the saints rejoice more in God who gave than in the gifts — to rejoice because through thee I am saved, not merely because I am saved."
1Sam	2	2		"There is none holy as the Lord; for there is none beside thee, and there is none strong as our God." Anna first celebrates God's holiness as the noblest attribute — that for which he is most worthy of adoration, service, sacrifice, and all worship. "Fortis" (strong) renders Hebrew tsur = "rock"; God is the rock in whom the just are secure against all tempests and hunters. Bernard: "The martyr stands exulting and triumphing with his torn body — for the martyr's soul is in safety, in the rock, in the wounds of Jesus."
1Sam	2	3		"The Lord is a God of knowledge, and to him are thoughts prepared." God foresees all things, present, past, and future; all human thoughts lie open before him. He weighs proud and arrogant thoughts and overturns them with contrary decrees. Lapide: "God is the God of sciences" — Bernard: "He is the origin and fount of all virtues and sciences; from him flow continence of the flesh, diligence of the heart, rectitude of the will."
1Sam	2	4		"The bow of the mighty is overcome, and the weak are girded with strength." Antistrophe to the Magnificat: "He hath put down the mighty from their seat, and hath exalted the humble." Applied variously: (1) to fallen angels and Michael's hosts (Gregory); (2) to demons and men armed with faith (Origen); (3) to Pharaoh and Moses; (4) to Pharisees and Apostles — "God chose the foolish things of the world to confound the wise" (1 Cor. 1).
1Sam	2	5		"The full have hired themselves out for bread, and the hungry are filled." Antistrophe to "He hath filled the hungry with good things, and the rich he hath sent empty away" (Magnificat). Mystically: God fills the faithful with the wisdom, preaching, doctrine of the Word, the Eucharist, and the Sacraments, while the impious and the Jews are deprived of these (Ambrose).
1Sam	2	5		"The barren hath borne many, and she that had many children is weakened." Pendens on v. 4. Allegorically (Origen, Theodoretus, Procopius, Augustine): Phenenna = Synagogue that has ceased to bear sons for God; Anna = the Church of the Christians that bears many sons for God from all nations. Chaldaean: "The barren shall be filled with offspring."
1Sam	2	6		"The Lord killeth and maketh alive; he bringeth down to hell and bringeth back again." (1) He raises the dead; (2) he drew souls of the fathers from Limbo when Christ rose; he transfers purified souls from Purgatory to heaven (Chaldaean: "brings back to the life of eternity"); (3) he afflicts the healthy with mortal illness and then restores the penitent; (4) he fecundates the sterile, giving Anna quasi a new life in her son. Allegorically: God mortifies the Synagogue, vivifies the Church (Gregory, Bede, Angelomus).
1Sam	2	7		"The Lord maketh poor and enricheth; he humbleth and exalteth." God's omnipotence expressed through five antitheses (vv. 4–8): he can raise anyone from the lowest to the highest, and cast down from highest to lowest. Therefore neither the exalted should glory vainly in their state, nor the afflicted despair.
1Sam	2	8		"He raiseth up the needy from the dust, and lifteth the poor from the dunghill, that he may sit with princes and hold the throne of glory." Applied to Job despoiled and sitting on a dungheap, then restored; to Saul raised from driving asses to the sceptre; to David raised from sheep and their dung to the glory of Israel's kingdom; to Joseph from prison to the principality of Egypt. Mystically (Gregory): God raises the sinner from venial sin (dust), from mortal sin (dungheap), through penance to grace.
1Sam	2	9		"He will keep the feet of his saints, and the wicked shall be silent in darkness; for a man shall not prevail by his own strength." The seven prophecies of Anna's canticle begin here. First: God guards the steps, motions, and actions of the just so they do not stumble into sin and fall into hell (Gregory; Chaldaean: "he kept the bodies of his just servants from hell"). Mystically (Augustine): the feet of the soul are its affections — the two feet by which we come to God are humility and fortitude (Gregory).
1Sam	2	10		"The adversaries of the Lord shall fear him; and upon them he shall thunder in heaven. The Lord shall judge the ends of the earth, and shall give empire to his king, and shall exalt the horn of his Christ." Lapide: Anna is the first in all Scripture (after the Pentateuch) to use the name "Christ" (Messiah). Three oracles: (1) God judges all the earth; (2) God gives power to his king (Saul, David as types); (3) God exalts the horn of his Christ. These refer ultimately to Christ — he alone will judge the ends of the earth; God gave him empire over all nations; and his horn (kingdom and glory) is exalted to the Empyrean heaven. Chaldaean: "shall multiply the kingdom of his Messiah."
1Sam	2	10		"Shall exalt the horn of his Christ": Lapide notes Samuel is the first biblical figure to anoint kings as "christs" (anointed ones) — Saul and David — who were types of Christ. The antistrophe of this verse is the Magnificat: "He hath put down the mighty from their seat" and "He hath exalted the humble." The whole of Anna's canticle is the prophetic matrix of Mary's canticle.
1Sam	2	12		"The sons of Heli were children of Belial, not knowing the Lord." Lapide: As the priest is, so is the people. The sins of Ophni and Phinees (taking the best portions by force before the fat was burned, and fornicating with the women who served at the tabernacle door) were the cause of the rare and precious state of prophecy in Israel at that time.
1Sam	2	18		Samuel ministered before the Lord, a child girded with a linen ephod. Lapide: note Samuel's virtue and holiness from earliest childhood. Chrysostom (on Ps. 14): God desires youth and joins himself to it as to an untouched virgin, that he may have the first-fruits of a man's life. Saints of outstanding holiness gave themselves to sanctity from boyhood: Samuel, John the Baptist, Nicholas, and others.
1Sam	2	25		"If a man sin against a man, God may be appeased for him; but if a man sin against the Lord, who shall pray for him?" Heli's sons were obstinate and would not hear their father's voice, because the Lord willed to slay them. Lapide: sin directly against God excludes the ordinary intercessory remedies; only God's mercy avails.
1Sam	2	26		"The child Samuel advanced and grew, and pleased both the Lord and men." Antistrophe of Luke 2:52 (Christ's advancement in wisdom and age and grace before God and men). Model: growth must be in virtue, not merely in age or dignity.
1Sam	2	27		A man of God comes to Heli and announces divine judgment on his house for tolerating his sons' wickedness. Lapide: Heli had corrected them, but with fatherly leniency and not with pontifical authority and severity (Angelomus). Hence he is punished with them. Peter Damian: "The fault of subjects redounds to the reproach of superiors; what errs in the sheep is ascribed to the negligence of the Shepherd."
1Sam	2	30		"Them that honour me I will honour, and they that despise me shall be despised." God's retributive principle: dignity and favour are contingent on fidelity; the priesthood is not a guarantee of salvation but an obligation.
1Sam	2	35		"And I will raise me up a faithful priest, who shall do according to my heart and my soul, and I will build him a sure house, and he shall walk before my Christ all the days." This prophecy is fulfilled primarily in Sadoc (who replaced Abiathar under Solomon) and ultimately in Christ the eternal high priest (Gregory, Angelomus, Beda).
1Sam	3	1		"The word of the Lord was precious in those days; there was no manifest vision." Lapide: rare because of the crimes of Heli's sons and the people alike. As the priest is, so is the people. Samuel shone like a new sun of Israel in the midst of darkness of sin and ignorance.
1Sam	3	3		"The lamp of God was not yet put out, and Samuel slept in the temple of the Lord." Periphrasis for night: the lamps of the tabernacle burned through the night and were extinguished at dawn. Lapide: learn from this to pray in the morning, as soon as you awaken, before any journey or labour, that God may direct them. "Go not out of your lodging without prayer arming you" (Jerome).
1Sam	3	4		God calls "Samuel, Samuel." Lapide (citing Gregory): the name is repeated when the soul is received into the great familiarity of the divine majesty — so that beyond what it hears, it desires nothing else, and longs to remain forever in the joy of hearing. So also "Saul, Saul" (Acts 9), "Moses, Moses" (Exod. 3), "Abraham, Abraham" (Gen. 22).
1Sam	3	5		Samuel runs to Heli crying "Here am I, for thou calledst me." Lapide: note the obedient promptness of Samuel — he runs, not walks; and God directed him through Heli even three times, to teach that divine oracles must be examined and guided by superiors, to preserve due order and subordination and to prevent diabolical delusion (Cassian, Collat. II, 14).
1Sam	3	9		Heli counsels Samuel: "Speak, Lord, for thy servant heareth." Model prayer for receiving divine inspiration. Bernard: "Happy and blessed is the soul that perceives the veins of the divine whisper in silence, frequently repeating that word of Samuel: Speak, Lord, for thy servant heareth." Ephrem: "Samuel was made worthy to hear the voice of God through the obedience he rendered to the priest Heli."
1Sam	3	10		"The Lord came and stood; and he called as at other times: Samuel, Samuel." God appeared to Samuel in an assumed body with a corporeal voice (Chaldaean: "the glory of the Lord was revealed to him"). Lapide: God chose a pure child over the aged Heli, showing "how much better youth adorned with virtue is than old age" (Theodoretus). "With the upright his converse is" (Prov. 3:32).
1Sam	3	13		"For I have told him that I will judge his house for ever, for the iniquity which he knoweth; because his sons did wickedly, and he restrained them not." Heli had corrected them but too gently, with paternal affection rather than pontifical authority. Gregory: "He who tolerates the sinner when he could chastise, punishes him with his own death."
1Sam	3	14		"The iniquity of Heli's house shall not be expiated with victims or offerings for ever." This refers to the house (posterity) of Heli, not to Heli himself; Lapide holds Heli was likely saved (with Theodoretus, Procopius, Lyranus, Cajetanus, Chrysostom, citing Heli's submission in v. 18).
1Sam	3	18		"It is the Lord; let him do what is good in his sight." Lapide: a response worthy of a penitent, equanimous High Priest fully resigned to all God's will and most terrible chastisement — for which Heli appears to have been saved (Theodoretus, Procopius, Lyranus, Chrysostom). Gregory is more severe, holding it a hidden obstinacy; but the predominant Fathers read it as true resignation.
1Sam	3	19		"Samuel grew, and the Lord was with him, and not one of all his words fell to the ground." (1) Nothing said by Samuel was void or unfulfilled — all his words and prophecies were accomplished in reality. (2) Samuel's word was not contemptible but in great honour and esteem among all. Symbolically (Hugo): Samuel did not speak of earthly things — his words were heavenly, for he himself was heavenly, like an angel among men.
1Sam	3	20		"All Israel from Dan to Bersabee knew that Samuel was a faithful prophet of the Lord." "Faithful" = veracious, prophesying not from ambition or vanity, but in the Spirit of God — not seeking men's applause nor fearing their threats, but grounded in God alone, aiming to please him alone (Rupert).
1Sam	7	3		Samuel calls all Israel to return to the Lord with all their heart, put away foreign gods, and direct their heart to the Lord alone. Lapide: the mark of a true judge and prophet — he reforms the people interiorly before any external victory.
1Sam	7	10		Samuel cried to the Lord for Israel while offering a holocaust, and the Lord thundered with a great thunder upon the Philistines and routed them. This fulfils Anna's prophecy (2:10): "Upon them shall he thunder in heaven." Lapide: God fought for Israel when Samuel prayed.
1Sam	8	5		The elders of Israel: "Behold thou art old, and thy sons walk not in thy ways: make us a king to judge us, as all the nations have." Four causes of the petition: (1) Samuel's old age; (2) his sons' corruption; (3) desire for kingly splendour; (4) fear of the king of Ammon. Lapide: Israel sinned in this petition, because (1) they acted without consulting God; (2) they wanted to cast off God's immediate royal dominion over them (Josephus: God had instituted a Theocracy = Deocracy in Israel); (3) they insulted Samuel; (4) they wanted a Gentile-style tyrannical king.
1Sam	8	7		"They have not rejected thee, but me, that I should not reign over them." Lapide applies this to all contempt of ecclesiastical superiors, citing Ignatius to the Magnesians: "Terrible it is to contradict such a one; for not man but God is deceived, as the Lord said to Samuel: they have not rejected thee, but me." And Cyprian: "How can they escape God's punishment who contemn the priests?" And Cyrillus Alexandrinus: "The persecution of Apostles ascends to him who raised them to the apostolate; so too here."
1Sam	8	9		"Yet protest solemnly unto them, and shew them the manner of the king that shall reign over them." God as a deterrent and warning, not a sanction, recounts the burdens of royal tyranny (Gregory): "The rights of men are proposed to those who despise the rights of God; to those who rejected the mild and salutary counsels of divinity, the hard and intolerable burdens of human servitude are proclaimed."
1Sam	8	11		"This will be the right of the king who shall reign over you: He will take your sons..." Lapide: this law of the king describes not the just rights of a Christian prince but the tyrannical exactions of Gentile kings (Persians, Chaldaeans, Turks). Augustine: "Remove justice and what are kingdoms but great robberies?" Xenophon's Socrates: "A king is chosen not to care for himself softly but that through him those who chose him may live well and happily." Seneca: "The commonwealth is not the prince's; the prince is the commonwealth's."
1Sam	8	19		"And the people refused to obey the voice of Samuel, and they said: Nay; but there shall be a king over us, that we also may be like all nations." Lapide: the Israelites themselves later admitted (12:19): "We have added to all our sins this evil, to ask for a king." The desire to be like the nations was a rejection of their special dignity as God's peculiar people.
1Sam	10	25		Samuel explained to the people the right of the king and wrote it in a book. Lapide: the true and just right of a faithful king — what the king owes to God, to the people, and to himself — is given here by God through Samuel; distinct from the tyrannical law of 8:11. Cf. Deut. 17.
1Sam	12	19		"And all the people said to Samuel: Pray for thy servants to the Lord thy God, that we die not; for we have added to all our sins this evil, to ask us a king." Public acknowledgement of sin in demanding a king. Lapide: they did not repent merely of the king but of the spirit of imitation of the nations; the full extent of their sin was dawning on them.
1Sam	13	13		Samuel reproves Saul for offering sacrifice without waiting for him: "Thou hast done foolishly, and hast not kept the commandments of the Lord thy God, which he commanded thee; the Lord would now have established thy kingdom over Israel for ever." First occasion of Saul's disobedience: impatience and presumption.
1Sam	15	1		"The Lord sent me to anoint thee king over his people Israel; now therefore hearken thou unto the voice of the Lord." Lapide: as God exalted Saul to the kingdom, so Saul owes obedience to God his benefactor. The anointing creates an obligation, not merely a privilege. Bernard: "He who disdains subjection renders himself unworthy of prelacy."
1Sam	15	9		"But Saul and the people spared Agag and the best of the sheep and of the herds...and would not destroy them." Lapide: Saul's second disobedience arose from avarice and cupidity. He preserved the best for himself and destroyed only the vile and worthless — like Cain who offered the worse to God and kept the better for himself (Gen. 4), and hence was rejected along with his gifts. Avarice blinded his judgment so that he preferred his own opinion to God's command.
1Sam	15	11		"It repenteth me that I have made Saul king." Anthropopathic language: in God, who is immutable, omniscient, and most blessed, there is properly no pain or repentance. Lapide: God "repents" when he changes his decrees because of men's guilt; when he withdraws his benefits from the ungrateful and unworthy. Augustine: "Thou lovest and dost not burn; thou art jealous and art secure; thou repentest and grievest not; thou art angry and art tranquil."
1Sam	15	17		"When thou wast little in thine own eyes, wast thou not made the head of the tribes of Israel?" Lapide: note the fruit of humility — God exalted Saul because of it. Gregory: "When thou didst look upon thyself as little, I made thee great before others; now that thou lookest upon thyself as great, thou art accounted little by me." "He who gathers virtues without humility carries dust in the wind."
1Sam	15	19		"Why then didst thou not hearken to the voice of the Lord, but didst turn to the spoil and didst evil in the sight of the Lord?" The root of Saul's fall: too tenacious of his own judgment, he would not submit it to God's judgment and will. Chrysostom: Saul fell because he did not give his whole heart to God but kept part for himself and his own affections — whereas David gave his whole heart to God and was a man according to God's heart.
1Sam	15	22		"And Samuel said: Doth the Lord desire holocausts and victims, and not rather that the voice of the Lord should be obeyed? For obedience is better than sacrifices: and to hearken rather than to offer the fat of rams." Lapide: obedience is more necessary and practically prior to religion; free acts (sacrifices) must yield to the necessary (obedience to God's command). Gregory: "Through victims the flesh of another is slain; through obedience the proper will is slaughtered." Bernard: "Through obedience the will is made a living and perpetual sacrifice to God." Thomas Aquinas: the religious state is a holocaust, because in it all things are offered to the Creator. "Christ lost his life rather than lose obedience: being made obedient unto death, even the death of the cross" (Bernard).
1Sam	15	23		"For rebellion is as the sin of witchcraft, and stubbornness is as the iniquity and idolatry. Because thou hast rejected the word of the Lord, he hath also rejected thee from being king." Lapide: rebellion = the sin of divination, because both reject God's authority. Stubbornness in one's own judgment against God's command is a form of spiritual idolatry — worshipping one's own will in place of God's.
1Sam	15	28		"The Lord hath rent the kingdom of Israel from thee this day, and hath given it to a neighbour of thine that is better than thee." The hem of Samuel's garment torn by Saul = sign of the kingdom torn from him. Lapide: Saul's rejection was absolute and irrevocable because his second disobedience was so manifest that no excuse or evasion was possible.
1Sam	15	29		"The triumphant one in Israel will not spare, and will not be moved to repentance; for he is not a man that he should repent." God's absolute and irrevocable decrees. Contrast with the anthropopathic "repentance" of v. 11 and v. 35.
1Sam	15	33		"As thy sword hath made women childless, so shall thy mother be childless among women. And Samuel hewed Agag in pieces before the Lord in Galgal." Samuel executed the divine anathema on Agag which Saul had refused to carry out. Lapide: the ban (cherem) was a total destruction decreed by God, like Jericho's. Agag himself is an instrument of the fulfilment of Balaam's prophecy (Num. 24:7).
1Sam	15	35		"And Samuel came no more to see Saul until the day of his death; nevertheless Samuel mourned for Saul." Lapide: note the charity of Samuel toward the disobedient Saul — he mourned him, wept for him, prayed for him, hoping his decree was conditional and could be changed by prayer. Gregory: "What is it that he mourns him whom he deigns not to see, but that holy Doctors, even with the zeal of righteousness, have a great affection of charity?"
1Sam	16	1		"The Lord said to Samuel: How long wilt thou mourn for Saul, seeing I have rejected him from reigning over Israel? Fill thine horn with oil, and go... I have provided me a king among his sons." Lapide: God does not name David immediately — lest the same happen to him as to Joseph, whose brothers, when they knew he would be king, laid snares for him (Chrysostom, Theodoretus).
1Sam	16	4		The elders of Bethlehem were terrified at Samuel's coming — fearing he was fleeing from Saul's wrath and would draw Saul's anger upon them, or foreboding some disaster. Gregory: "Elect teachers ought to appear rarely in public, be frequent in retirement, free from civil affairs, full of spiritual ones."
1Sam	16	7		"The Lord said to Samuel: Look not on his countenance, nor on the height of his stature, because I have rejected him; for the things that men see are not the things that God seeth; for man seeth those things that appear, but the Lord beholdeth the heart." God is the Cardiognostes — the inspector and lord of hearts. Lapide: eyes and countenance often lie; the heart — the mind and will — cannot feign to be other than it is. Chaldaean: "before the Lord are manifest the thoughts of the heart." Hence the principle of divine election: not physical stature or nobility but interior virtue.
1Sam	16	10		Jesse had eight sons (David being the eighth, the youngest): Lapide refutes those who cite 1 Par. 2, where only seven are numbered, explaining one is omitted for a reason unknown to us — perhaps born of a secondary wife.
1Sam	16	11		"The youngest yet remains, and he keepeth the sheep." Jesse thought David too young and hence unworthy of Samuel's attention and did not present him. Lapide: Ambrose: "He was exiled to the base service of tending his father's sheep, not presented to the priest as worthy to be anointed unto the kingdom." Divine election precisely inverts human expectations.
1Sam	16	12		David was "ruddy, and withal of a beautiful countenance." Lapide on "rufus" (ruddy): type of Christ — Gregory: "He was ruddy because wounded by the lance; ruddy because crimson with the Passion. Wherefore through the prophet it is said to him: Why is thy garment red? Ruddy he was, who coloured the whiteness of so great innocence with the redness of his precious blood. Fair of face he was, because, rising again, he put on the beauty of immortality, and with great charity he looked upon us mortals." Three-fold beauty: ruddy in the world, fair in paradise, of beautiful countenance in eternal heaven.
1Sam	16	13		"Samuel took the horn of oil and anointed him in the midst of his brethren; and the Spirit of the Lord came upon David from that day forward." David's anointing as type of Christ's anointing (Christus = Anointed). Samuel anointed David openly before all his brothers so that they would esteem him the more and envy him the less (Josephus, Theodoretus). David was anointed not to reign immediately but as a pledge of future kingdom — as the faithful are anointed in Baptism and Confirmation as pledges of heaven.
1Sam	16	14		"But the Spirit of the Lord departed from Saul, and an evil spirit from the Lord troubled him." Lapide: the evil spirit was permitted by God as punishment for Saul's sins; its infliction is "from the Lord" by permission, not by cause. As Augustine: God is not the author of evil, but he permits it for just reasons.
1Sam	16	23		"And it came to pass, when the evil spirit from God was upon Saul, that David took a harp and played with his hand; so Saul was refreshed, and was better, and the evil spirit departed from him." Lapide: David's music as spiritual remedy for diabolic vexation — a figure of how sacred music soothes the soul and drives away evil. Allegorically: David/Christ by the music of his Gospel and sacraments expelled the devil from souls.
1Sam	17	4		Goliath: "a man spurious" (Heb. benaim = between two armies / between two fathers = bastard). Lapide: Goliath was a giant of extraordinary size (six cubits and a span) from the race of giants, and of irregular birth — since illicit loves are most vehement and generate monsters and giants (as at Gen. 6). Rabbinical tradition: Goliath from Orpha, David from Ruth (but Lapide notes this is from Pseudo-Philo).
1Sam	17	26		"Who is this uncircumcised Philistine, that he should defy the armies of the living God?" Lapide: David, impelled by the Spirit of God, already conceives the idea of single combat with Goliath in defence of God's honour and Israel's. Ambrose (De Officiis I, 35): "David never waged war except when provoked; prudence accompanied fortitude; against Goliath he rejected arms that would burden him — virtue relies more on its own sinews than on another's armour."
1Sam	17	37		"The Lord that delivered me out of the paw of the lion, and out of the paw of the bear, he will deliver me out of the hand of this Philistine." Lapide: David grounds his confidence in God on past experience of divine deliverance. This is the proper method of faith in trial: to argue from past mercies to present aid. Saul responds: "Go, and the Lord be with thee."
1Sam	17	40		"He took his staff in his hand, and chose him five smooth stones out of the brook, and put them in a shepherd's bag... and his sling was in his hand; and he drew near to the Philistine." Lapide cites Augustine (serm. 197): David = type of Christ; Isai = type of the Father; the five loaves and ten cheeses sent to his brothers = Christ coming with the Decalogue of the Law and the mystery of the Trinity, to free the human race from the power of the devil-Goliath.
1Sam	17	45		"Thou comest to me with a sword and a spear and a shield; but I come to thee in the name of the Lord of hosts, the God of the armies of Israel." Lapide: spiritual arms vs. worldly force; David alone took on the burden and weight of the whole war. Ambrose: "David, armed with divinity though appearing unarmed to men, killed the enemy from afar with the heavier blow of a stone — as afterwards Christ from a distance struck the devil with his cross."
1Sam	17	46		"The Lord will deliver thee into my hand; and I will strike thee down, and take off thy head from thee, and I will give the carcasses of the host of the Philistines this day to the birds of the air, and to the wild beasts of the earth; that all the earth may know that there is a God in Israel."
1Sam	17	47		"And all this assembly shall know that the Lord saveth not with sword and spear; for the battle is the Lord's, and he will give you into our hands." Lapide: KEY TEXT. The battle is the Lord's — divine omnipotence and grace, not human weaponry, secure victory. Augustine: "Christ armed not with iron but with wood conquered the universal foe; stood exulting and triumphing, and all who had the baptismal sacrament of renewal sang his triumph."
1Sam	17	49		David slings one stone, which sinks into the Philistine's forehead, and he falls on his face. Lapide (Augustine, serm. 197): "David bore the type of Christ. Who could fight against Goliath — that is, the devil — before Christ the Lord freed the human race from the power of the devil? For David is interpreted as 'strong of hand.' What is stronger than he who conquered the whole world armed not with iron but with wood?" Five stones = five wounds of Christ (various; Lapide cites Augustine's allegorical reading of the five measures).
1Sam	17	51		David took Goliath's own sword and cut off his head. Lapide (Augustine): Goliath/devil "lost the head which he turned to many arts and frauds. The souls sing securely who before wept over the torments of their sins." And: "The true Goliath lies prostrated by the humility of the Son of God."
1Sam	19	9		An evil spirit from the Lord came upon Saul and he prophesied in his house. Lapide: Saul's vexation by the evil spirit increased with his sins — the grace and spirit of God departed from him proportionately.
1Sam	20	17		Jonathan made David swear again, because he loved him; for he loved him as he loved his own soul. Lapide: model of holy friendship — Jonathan loved David more than himself and more than his own father's kingdom; a figure of how the friends of God love his elect.
1Sam	22	2		David gathered all who were in distress, and in debt, and discontented — about four hundred men. Lapide: allegorically (Augustine), these outcasts and debtors represent sinners and Gentiles gathered by Christ. David in his exile is a type of Christ rejected by his people.
1Sam	24	4		David's men urge him to kill Saul in the cave: "This is the day of which the Lord said to thee: I will deliver thine enemy into thy hand." Lapide: God's words were spoken to David perhaps through Gad, Nathan, or Samuel, or by interior revelation, to animate him to greater trials.
1Sam	24	5		David arose and cut off the hem of Saul's garment secretly. Lapide: he did not go with the settled intention of killing Saul but was undecided — the first movements of resentment (suggested by companions) arose, but his will never consented to kill the king; he rose and went to Saul undecided, and merely cut the hem as the first thing at hand.
1Sam	24	6		"His heart smote him, because he had cut off the skirt of Saul's robe." Lapide: the conscience of the just reproaches them even for the most trivial act against a superior. Bernard: "It is characteristic of good minds to acknowledge fault where there is none." David did not sin in cutting the hem — he did it to demonstrate benevolence and break Saul's hatred — yet his conscience stung him even for this minor act.
