book	chapter	verse	latin_incipit	english_translation
Nm	11	1a		The people murmur as if groaning under labour; God's anger is kindled and fire consumes the extremity of the camp (Taberah = Conflagration); Lapide identifies the cause as concupiscence for the flesh-pots of Egypt, not mere fatigue.
Nm	11	4-5		The mixed multitude craved flesh; they wept remembering the fish, cucumbers, melons, leeks, onions, and garlic of Egypt: "Our soul is dry and our eyes see nothing but this manna." The concupiscence of the flesh loathes heavenly food.
Nm	11	5a		Moral commentary on the nature of the mob: Lapide assembles fourteen maxims from Philo, Plutarch, Tacitus, Polybius, Antisthenes, and others, concluding: the multitude is governed by passion, not reason; it craves what it was accustomed to, and abhors what is new and heavenly.
Nm	11	7		The manna was like coriander seed, the colour of bdellium; yet despite its miraculous variety of taste (Wis 16:20), the people were nauseated because the form, colour, and manner remained constant; the concupiscent eye craves novelty above all.
Nm	11	11-15		Moses cries to the Lord: "Why hast thou laid the burden of all this people upon me?... I am not able to bear all this people alone, for it is too heavy for me." Even the greatest saints are burdened by the weight of pastoral care.
Nm	11	16-17		God commands Moses to gather 70 elders; "I will take of thy spirit and will give to them, that they may bear the burden of the people with thee." True authority is shared, not diminished; the spirit given to others is not lost to Moses.
Nm	11	25		The Spirit rested on the 70 elders and they prophesied; Eldad and Medad also prophesied in the camp — prophetic gifts are poured out freely, not confined to official channels.
Nm	11	29		Moses' magnanimous response to Joshua's complaint: "Why art thou jealous for me? Would that all the people were prophets and the Lord gave them his spirit!" A model of holy unselfishness in spiritual authority.
Nm	11	31-34		God sends quails from the sea; while the flesh is still between their teeth, the Lord's anger blazes and He strikes the people with a very great plague; the place is called Kibroth-hattaavah (Sepulchres of Concupiscence). Concupiscence punished by its own satisfaction.
Nm	12	1		Miriam and Aaron speak against Moses on account of his Ethiopian wife; allegorically, Moses' marriage to an Ethiopian woman prefigures the marriage of Christ with the Church of the Gentiles (St. Ambrose, St. Bernard).
Nm	12	3		"Moses was a very meek man, above all men upon earth"; because of his meekness he did not answer his detractors, and God Himself took up his defence. Meekness merits divine protection and familiar intercourse with God.
Nm	12	10		Miriam is struck with leprosy white as snow; she alone is punished (not Aaron) because she instigated the rebellion; Aaron as high priest could not bear the disgrace of leprosy without dishonour to the sacred ministry.
Nm	12	10a		Allegory (St. Ambrose): Miriam's leprosy typifies the Synagogue's infection of unbelief, murmuring against the marriage of Moses (Christ) with the Ethiopian woman (the Gentile Church); at the end the Synagogue will be healed by faith.
Nm	12	13		Moses prays for his sister who slandered him: "Heal her, O God, I beseech thee"; an example of intercession for enemies surpassed only by St. Stephen, who prayed for Saul without being asked.
Nm	12	14-15		Miriam is excluded from the camp seven days; the whole people waited for her return and did not continue the march — even the sinner's exclusion is a corrective mercy.
Nm	13	2-3		Moses sends twelve spies, one from each tribe, all princes; the choice of explorers is itself a military art, for "the best general is he who has most thoroughly learned the affairs of his enemies" (Cabrias, cited by Lapide).
Nm	13	17		Moses renames Hoshea son of Nun as Joshua (Jehoshua = "the Lord saves"), adding the first letter of the Tetragrammaton; this promises salvation to him and through him to all Israel, and foreshadows the name "Jesus."
Nm	13	27-28		The spies report: the land flows with milk and honey — here are its fruits! — but the inhabitants are powerful, the cities great and walled; the children of Anak are there. Truth and courage require acknowledging both good and difficulty.
Nm	13	31-33		Ten spies spread an evil report: "The land devours its inhabitants; we seemed like grasshoppers before the Nephilim." Pusillanimity of unbelief: comparing themselves to insects while forgetting the almighty God who was with them.
Nm	14	1-4		The whole congregation wept, murmured against Moses and Aaron, and proposed returning to Egypt under a new captain; the folly of the rebels: returning to Egypt through hostile desert was practically impossible.
Nm	14	7-9		Caleb and Joshua plead: "The land is very good; if the Lord is favourable, He will bring us in and give it to us. Do not rebel against the Lord; fear not the people of the land, for they are bread for us."
Nm	14	12		God threatens to destroy Israel and make Moses "a great nation mightier than this one"; the intercession of Moses follows as the model of priestly mediation.
Nm	14	17-19		Moses' intercession: "Let the power of the Lord be magnified... The Lord is patient and of great mercy, forgiving iniquity and sin... forgive the iniquity of this people." The prayer of Moses is a model of priestly intercession for sinful people.
Nm	14	20		"I have forgiven, according to thy word" — the efficacy of priestly intercession; God's pardon is given in response to Moses' prayer, establishing the pattern of penitential mediation.
Nm	14	22-23		Those who tested God ten times and did not obey His voice shall not see the Promised Land; all men from 20 years and above die in the desert. The number ten symbolises complete obstinacy in unbelief.
Nm	14	24		"My servant Caleb, who has followed me with a full heart (spiritu alio), I will bring into the land he scouted." Wholehearted faith merits the reward; Caleb alone among the ten is singled out for his courage.
Nm	14	34		Forty years of desert wandering, one year for each day of the scouting — "you shall know my vengeance." The gravity of unbelief and murmuring against God is measured by its consequences upon an entire generation.
Nm	15	30		"The soul that does anything presumptuously, whether he is native or stranger, the same blasphemes the Lord; that soul shall be cut off from among his people." Presumptuous sin is graver than ignorance; it scorns the known law of God.
Nm	15	38-40		God commands fringes on the corners of garments; they are a perpetual reminder of all the commandments of the Lord. The external sign serves the interior recollection of duty.
Nm	16	1-3		Core, Dathan, Abiron, and On with 250 princes rebel against Moses and Aaron: "All the congregation is holy and the Lord is among them; why do you exalt yourselves above the people of the Lord?" A type of all clerical and lay ambition against legitimate hierarchical authority.
Nm	16	5		Moses answers by offering a test at the Tabernacle: God will show who is His; "He who is holy, Him shall He bring near to Himself." Let God judge the presumptuous; do not pre-empt divine election.
Nm	16	31-33		The earth opens and swallows Core, Dathan, and Abiron alive with their households; all Israel who stood around fled at their cry: "Lest the earth swallow us also." An unparalleled punishment for sacrilegious usurpation of the priesthood.
Nm	16	35		Fire goes out from the Lord and consumes the 250 men who offered incense; their bronze censers are beaten flat and attached to the altar as a permanent warning against unauthorized liturgical ministry.
Nm	16	46-48		Aaron takes fire from the altar, puts incense on it, and runs into the midst of the congregation to make atonement; "he stood between the dead and the living, and the plague was stopped." Aaron as intercessor between God's wrath and the dying people is a type of Christ.
Nm	17	2		God commands Moses to collect twelve staffs from the twelve tribal princes; each man writes his name on his own staff; Aaron's name is written on the staff of Levi. The dispute over the priesthood is submitted to divine arbitration.
Nm	17	8a		Aaron's staff sprouted, burst into blossom, and bore ripe almonds overnight — a triple miracle: bud, flower, and ripe fruit simultaneously; all the other staffs remained dead. A manifest sign of divine election.
Nm	17	8b		St. Augustine (Serm. 3 de Temp.): "The rod of Aaron was the Virgin Mary, who conceived and bore for us Christ the priest of all things. That the rod produced nuts is an image of the Lord's body, which has a triple substance: skin, shell, and kernel — in the skin the Saviour's flesh, in the shell His bones, in the kernel His interior divine nature."
Nm	17	8c		Allegorically (Rupert, St. Bernard, Hom. 2 super Missus): the rod is the Virgin Mary; the flower is Christ, according to Isaiah 11:1: "A rod shall come forth from the root of Jesse, and a flower shall rise from his root." Aaron's rod signifies the virginal Mother from whom the eternal Priest bloomed without male seed.
Nm	17	8d		The almond tree (amygdalus) is the first to flower among trees and the first to produce fruit; its name in Hebrew means "wakeful" (shaqed); thus Aaron's almond rod signifies priestly vigilance, and also the Resurrection — Christ "the firstfruits of those who sleep" rose first of all.
Nm	17	10		Aaron's rod is preserved before the Ark as a perpetual memorial and sign against rebels; Lapide notes it was stored with the manna and the tablets of the Law — three testimonies of God's special mercy to Israel.
Nm	17	12-13		Israel cries: "We are consumed, we are all undone; everyone who comes near the Tabernacle dies!" Their terror at God's holiness leads to institution of the priestly mediation described in chapter 18.
Nm	18	1		Aaron and his sons bear the iniquity of the sanctuary; if any layman comes too near and dies, the priests are held responsible — they stand between God's holiness and the people's weakness.
Nm	18	8		God grants to Aaron the custody of the firstfruits and holy offerings; all that is sanctified belongs to the priests as their perpetual due — God Himself is their inheritance, not any earthly portion.
Nm	18	21		God assigns tithes to the Levites as their inheritance in return for their service; from these tithes the Levites in turn give a tithe to the priests — the layered system of sacred support for those who serve the altar.
Nm	19	2		The red heifer without blemish, on which no yoke has come; the red colour symbolises sin — "sins are as scarlet" — for this heifer was offered as a sin-offering on behalf of the whole people.
Nm	19	9		The ashes of the heifer mixed with running water make the water of purification (aqua lustrationis); those defiled by contact with the dead are purified; contact with a corpse signifies contact with mortal sin, the death of the soul.
Nm	19	11-12		Whoever touches a dead body is unclean seven days; he must be sprinkled on the third and seventh day; otherwise he shall not be purified. Type of the sinner's need for sacramental cleansing after the death of grace.
Nm	20	1		The people come to the desert of Sin in the first month of the fortieth year; Miriam dies and is buried at Kadesh; the well of water which God gave Israel through Miriam's merits departs at her death (according to rabbinic tradition noted by Lapide).
Nm	20	7-8		God commands Moses to speak to the rock; Moses instead strikes it twice in anger: "Hear, ye rebels! Can we fetch water for you out of this rock?" Moses' impatience is a small sin but sufficient to exclude him from Canaan.
Nm	20	12		God's rebuke of Moses and Aaron: "Because you did not believe in me to sanctify me before the children of Israel, therefore you shall not bring this assembly into the land." Even small failures of faith in leaders carry grave consequences.
Nm	20	25-28		On Mount Hor, Moses strips Aaron of his high-priestly vestments and puts them on Eleazar his son; Aaron dies on the mountain top. The solemn transfer of the high-priestly office: vestments pass to the heir.
Nm	21	5		The people murmur again: "Why have you brought us out of Egypt to die in the wilderness? There is no bread and no water, and our soul loathes this very light food (manna)." New murmuring, new punishment — the eighth general murmuring of Israel in the desert.
Nm	21	6		God sends fiery serpents (seraphim); their bite causes such heat that the bitten feel as if burning. The punishment fits the crime: murmurers "sharpen their tongues like a serpent" (Ps 57), and so a serpent is made their executioner.
Nm	21	8-9		God commands Moses to make a bronze serpent and raise it on a standard; whoever looked at it was healed — not by any natural virtue in the bronze, but by a miraculous divine act. The bronze serpent was "a sign and moral instrument of this cure."
Nm	21	9a		Allegorical/typological: the serpent of bronze raised on wood signifies Christ raised on the Cross in the form of a condemned sinner but without sin; by gazing upon Him with faith and contrition we are healed of the deadly bites of sin.
Nm	21	9b		Christ Himself confirms this: "As Moses lifted up the serpent in the desert, so must the Son of Man be lifted up, that all who believe in Him may not perish but have life everlasting" (John 3:14). Confirmed by Tertullian, Augustine, Theodoret, Gregory of Nyssa.
Nm	21	9c		St. Augustine: the serpent of brass signifies also the divinity of Christ — brass is incorruptible and quasi-eternal — and the resonant glory of the Cross that has spread to all nations. The bronze serpent is taraph (fiery), signifying Christ's burning love on the Cross (John 3:16).
Nm	21	16-18		God shows the thirsty people a well; the princes dig it with their staves and Israel sings: "Spring up, O well! Sing ye to it." A canticle of joy for divine providence; the well signifies the Law and wisdom given through Moses, the "giver of the law."
Nm	22	5		Balak sends messengers to Balaam: "Come, curse this people for me; for they are mightier than I." Balaam was a true diviner — an ariolus who sought auguries from extispicy; he is an example of the prophet who has the gift of vision but corrupt will.
Nm	22	22-35		The angel of the Lord bars Balaam's way; the ass sees the angel and refuses to advance; Balaam strikes the ass and God opens its mouth to rebuke him. Even God's rebuke is mediated through a dumb creature to shame the prophet.
Nm	23	8		"How shall I curse whom God has not cursed? How shall I denounce whom the Lord has not denounced?" Balaam cannot curse those whom God blesses; a consolation for those persecuted by enemies: the blessing of God cannot be nullified by human curses.
Nm	23	10		"Let my soul die the death of the just, and my last end be like to theirs!" Even the wicked Balaam, illuminated by grace, desires the death of the righteous; but he does not desire their life — a deadly contradiction, noted by St. Gregory.
Nm	23	19		"God is not a man that He should lie, nor as the son of man that He should change. Hath He then said, and will He not do it?" God's immutability grounds the certainty of His promises; four reasons why men break their word do not apply to God.
Nm	23	21		"There is no idol in Jacob, nor is any divining seen in Israel; the Lord his God is with him, and the sound of the king's triumph is in him." Israel praised for pure worship of God and the absence of divination — contrasted with the nations.
Nm	23	22		"God brought him out of Egypt; his strength is like a unicorn (rhinoceros)." Lapide's extended excursus on the rhinoceros and monoceros — the rhinoceros symbolises God's slow but terrible power; the monoceros (unicorn) tamed by a virgin = Christ captured only in the womb of the Virgin.
Nm	23	23		"There is no augury in Jacob, nor divination in Israel; in due time it shall be told to Jacob and Israel what God has wrought." Israel's prophetic gifts — given through Moses, the priestly ephod, and the Prophets — replace the false augury of the nations.
Nm	24	5		"How beautiful are thy tabernacles, O Jacob, and thy tents, O Israel!" The tents of Israel are compared to shady valleys, to gardens by rivers, to tabernacles fixed by the Lord, to cedars beside the waters — fourfold comparison signifying beauty, fruitfulness, divine stability, and exaltation.
Nm	24	7		"Water shall flow from his bucket, and his seed shall be in many waters." Lapide: Israel's posterity will be fecund; the Chaldaean paraphrast reads it of the kings and ultimately the Messiah springing from Israel's seed.
Nm	24	17a		"I shall see him, but not now; I shall behold him, but not nigh. A star shall rise out of Jacob, and a sceptre shall spring up from Israel." The great Messianic prophecy of Balaam.
Nm	24	17b		The Chaldaean Targum translates explicitly: "A king shall rise from the house of Jacob, and the Christ shall be anointed from the house of Israel, and shall slay the princes of Moab, and shall rule over all the children of men."
Nm	24	17c		Christ is called a "star" because He is the Light of the world; He is the "morning star" (Apoc 22:16) — He dispels the darkness of unbelief and mortality; He announced the dawn of eternal day. Lapide traces Christ's six virtues to the six rays of a star.
Nm	24	17d		The Magi were descendants or successors of Balaam; knowing this prophecy from their ancestor, when they saw the star at Bethlehem they immediately recognised it as the star of the promised King. The Magi said: "We have seen his star" — a star known, not unknown (Origen, Cyprian, Ambrose, Augustine, Chrysostom).
Nm	24	24		"Ships shall come from Italy and shall overcome the Assyrians, and shall afflict the Hebrews, and at the last they also shall perish." Lapide takes this as a prophecy of Rome — the Romans who subdued both the Near Eastern powers and eventually Jerusalem — and of Rome's own eventual end.
Nm	25	1-3		Israel fornicates with the daughters of Moab and worships Baal-Peor; this was Balaam's counsel to Balak — if you cannot curse them by prophecy, corrupt them through women. "Beauty conquers the armed; charm captures the sword" (Origen's Balaam).
Nm	25	7-8		Phinehas seizes a spear and runs through Zimri and Cozbi; the plague ceases after 24,000 have died. Holy zeal for God's honour expressed in decisive action saves the rest of Israel.
Nm	25	11-13		God rewards Phinehas with the "covenant of peace" and "an everlasting covenant of priesthood for him and his seed after him, because he was zealous for his God and made atonement for the children of Israel." Priestly zeal expiates communal sin.
Nm	26	2		A second census is taken after the plague; the total is 601,730 — slightly less than the first. God's justice reduces the faithless generation; God's mercy preserves the remnant.
Nm	27	1-4		The daughters of Zelophehad petition for their father's inheritance; Lapide praises their just and prudent appeal to Moses, Eleazar, and the princes at the Tabernacle door — a model of lawful recourse to legitimate authority.
Nm	27	6-7		God approves their petition: "The daughters of Zelophehad speak what is just; give them a possession among the brethren of their father and transfer their father's inheritance to them." God's law is not limited by human legal custom when justice demands.
Nm	27	16-17		Moses prays for a successor: "Let the Lord God of the spirits of all flesh provide a man who may be over this multitude... that the congregation be not as sheep without a shepherd." The pastoral concern of the dying leader.
Nm	27	18-20		God designates Joshua, "a man in whom the Spirit is," to succeed Moses; Moses lays his hands on Joshua before all the congregation — the laying on of hands as the rite of conferring authority and the Spirit.
Nm	28	2		"Command the children of Israel and say to them: My oblation, my bread for my burnt-offerings of most sweet savour, you shall offer to me in their season." The daily perpetual sacrifice (tamid) must never be omitted — the pattern of the liturgical hours.
Nm	28	9-10		A double burnt-offering on the Sabbath, over and above the daily offering; the Sabbath liturgy is distinguished by additional sacrifices — greater holiness requires greater external worship.
Nm	29	1-2		The Feast of Trumpets (Rosh Hashanah) with solemn sacrifices; Nm 29:7-8 the Day of Atonement (Yom Kippur) with affliction of souls; Nm 29:12 the Feast of Tabernacles with fourteen days of sacrifice — the liturgical year ordered for atonement and joy.
Nm	30	2		"When a man shall make a vow to the Lord, or bind himself by an oath, he shall not break his word but shall do all that he promised." The sacredness of vows; Lapide compares this to religious vows in the New Law, which are binding under pain of grave sin.
Nm	30	3-8		A woman's vow may be annulled by her father or husband on the day he hears it; if he is silent, the vow stands. Lapide: husbands and fathers have authority to direct the devotional life of their households, provided they do so for good reason.
Nm	31	2		Vengeance on the Midianites for their seduction of Israel at Baal-Peor; the military campaign is commanded by God before the death of Moses — holy war in defence of divine honour.
Nm	31	8		Balaam is slain in the battle; he who corrupted Israel by his counsel dies with those he had tried to serve. "The wages of sin is death" — even for the prophet who spoke true oracles.
Nm	32	6-13		Moses rebukes Reuben and Gad for asking to settle east of the Jordan: "Shall your brothers go to war while you sit here? Why do you discourage the heart of the children of Israel?" The duty of solidarity — none may exempt themselves from the common struggle.
Nm	33	1-4		Enumeration of the 42 stations of the Exodus journey; Lapide notes that Origen and St. Jerome allegorised these as the 42 stages of the soul's spiritual journey from Egypt (the world) to the Promised Land (heaven).
Nm	35	6		Six cities of refuge for involuntary manslayers, three on each side of the Jordan, among the 48 Levitical cities; the Levites as sacred mediators administer the right of asylum.
Nm	35	11-12		The city of refuge protects the involuntary manslayer until his case is judged by the congregation; the blood-avenger may not touch him within its walls. The rule of law and due process even for the guilty.
Nm	35	25		The manslayer must remain in the city of refuge until the death of the high priest who was anointed with holy oil; after that he may return freely to his own land.
Nm	35	25a		Allegorically (Cyril of Alexandria, Lib. 8 de Adorat. 165; St. Gregory, Hom. 6 in Ezek.): the human race was guilty of homicide through sin; penitents fled to the cities of refuge (i.e. the limbo of the Fathers) until the death of the High Priest (Christ), whose death freed them, broke their bonds, and led them out of the underworld.
Nm	35	33		"Defile not the land you inhabit, which is stained with blood; the land cannot be expiated of blood shed therein, except by the blood of him who shed it." The gravity of bloodguilt and the lex talionis as a moral foundation.
Nm	36	6-7		The daughters of Zelophehad must marry within their own tribe; this preserves the inheritance of each tribe intact — "the inheritance of the children of Israel shall not be transferred from tribe to tribe."
Nm	36	13		Final verse: "These are the commandments and judgements which the Lord commanded through Moses to the children of Israel in the plains of Moab upon the Jordan over against Jericho." Conclusion of the Book of Numbers on the edge of the Promised Land.
