book	chapter	verse	latin_incipit	english_translation
1Chr	10	13		"So Saul died for his iniquities, because he transgressed the commandment of the Lord, which he had commanded, and kept it not: and moreover consulted also a witch." Lapide: The deep root of Saul's ruin was his distrust of God, whom he had offended by disobedience, so he placed his trust in the devil through the Witch of Endor.
1Chr	10	14		"And trusted not in the Lord: therefore He slew him, and transferred his kingdom to David the son of Isai." — God's governance: sin leads to rejection; the kingdom is transferred by divine decree. Lapide cross-references the last chapter of 1 Samuel.
1Chr	11	2		"Moreover in times past even when Saul was king, thou wast he that leddest out and broughtest in Israel: for the Lord thy God said to thee: Thou shalt feed my people Israel, and thou shalt be the prince over them." Lapide: The king is the shepherd of the people, as Homer calls Agamemnon the shepherd of peoples. David's kingship was prophetically ordained by God through Samuel.
1Chr	11	9		"And David went on growing and increasing, and the Lord of hosts was with him." Lapide (brief): God's presence is the cause of true growth in authority and virtue — David's greatness came not from himself but from the Lord.
1Chr	12	18		"And the spirit clothed Amasai, the chief of the thirty, and he said: Thine are we, O David, and for thee, O son of Isai: peace, peace to thee, and peace to thy helpers, for thy God helpeth thee." Lapide: The Spirit of God clothed Amasai as with a garment, filling him with divine light, so that he spoke from the Holy Spirit, not from himself, proclaiming David's cause as God's own.
1Chr	12	32		"And of the sons of Issachar, men of understanding, that knew all times to order what Israel should do: two hundred rulers, and all the rest of the tribe followed their counsel." Lapide: Men of prudence who knew the times and seasons — the model of those who govern, who must know not only what is right in the abstract but what is fitting in the present moment.
1Chr	13	2		David proposes to bring back the Ark: "If it please you, and if the Lord our God direct our way, let us send to our brethren to all the countries of Israel, and to the priests and Levites... and let us bring back the ark of our God." Lapide: David acts collegially, consulting the whole assembly — a model for ecclesiastical governance.
1Chr	13	9		"And Oza put forth his hand to hold up the ark, for the ox being wanton had shaken it a little. And the Lord was angry with Oza, and struck him, because he had touched the ark." Lapide: Some hold Oza was struck because, not being a priest, he touched the ark; carrying by the shoulders on poles was reserved to priests. Others say he had some legal uncleanness and had not purified himself beforehand. David's instruction (15:13) confirms the principle: sanctification is required before contact with sacred things.
1Chr	14	2		"And David understood that the Lord had confirmed him king over Israel, and that his kingdom was exalted on high because of his people Israel." Lapide: David recognises the divine confirmation in the common consent of all Israel, in the honour paid by foreign kings like Hiram, and in the success of his enterprises — all as signs of God's working.
1Chr	14	14		"And David inquired again of God... and God said to him: Go not up after them; turn away from them, and come upon them over against the pear trees... for God is gone before thee to smite the army of the Philistines." Lapide: God commands David to come at the enemy from an unexpected quarter — from the side of the pear grove — because the Philistines had placed their idols there, thinking themselves safest. God destroys both the idols and their worshippers.
1Chr	15	2		"Then David said: No one ought to carry the ark of God but the Levites, whom the Lord hath chosen to carry it and to minister to Him for ever." Lapide: The proper order of sacred things demands that only those consecrated for the purpose handle the holy vessels. This was violated in the first translation (ch. 13) with fatal results.
1Chr	15	13		"Because you were not present before, the Lord our God struck us, for we did not seek Him in the prescribed manner." Lapide: "Sanctify yourselves" applies to the priests who could not touch the ark without first purifying themselves from all legal uncleanness; otherwise they would be struck like Oza.
1Chr	15	22		"And Chonenias the chief of the Levites was the leader of the prophecies, to give out the tunes: for he was very skilful." Lapide: "Prophecy" here means the directing of sacred song — the precentor leading the choir. The Levitical singers are called "prophets" because they sang divine praises under spiritual inspiration. Four interpretations are given; Lapide prefers that of the Septuagint: Chonenias was "prince of elevation," i.e. he led the singing in the high part (like a countertenor), setting the melody for all others to follow.
1Chr	16	8		David's psalm of thanksgiving (vv. 8–36) is compiled from Psalm 104 (vv. 8–22) and Psalm 95 (vv. 23–36). Lapide: David instructed Asaph to sing this hymn because the Ark had been transferred to his citadel, so that God, present and resident in the Ark, would be always with him — protecting, directing, and strengthening. The psalm is quoted in a slightly different form from the Psalter because David dictated it here in a preliminary form, then later polished and refined it for the Psalter.
1Chr	16	11		"Seek ye the Lord and His strength: seek His face evermore." Lapide: "His strength" — the Hebrew reads 'azzo (his strength); the Interpreter translates this as the ark, in which God showed His power by overthrowing Jericho and the Canaanites. David invites all to come to the ark and adore God before it.
1Chr	16	22		"Touch not my anointed: and do no evil to my prophets." Lapide: The patriarchs and the whole people of Israel are called "anointed" because they were consecrated to God by circumcision, and "prophets" because the patriarchs especially received divine revelations and were types of Christ and the Church. See Psalm 104:15.
1Chr	17	9		"And I will plant them, and they shall dwell in their place, and shall be moved no more." Lapide: Understand and supply the usual condition: "if Israel worship Me as their God and do not turn aside to idols and vices." Because after David they did turn aside, God rightfully delivered them to the Assyrians and Babylonians. The promise was conditional.
1Chr	17	12		"He shall build me a house, and I will establish his throne for ever. I will be to him a father, and he shall be to me a son." Lapide directs to his commentary on 2 Samuel 7 for the full treatment. The prophecy has both an immediate sense (Solomon) and a messianic sense (Christ); the eternal throne belongs properly only to Christ of the seed of David.
1Chr	17	14		"And I will settle him in my house and in my kingdom for ever: and his throne shall be most firm for ever." Lapide (from text commentary cross-referenced to II Reg. vii): The literal fulfilment in Solomon was incomplete and temporary; the perfect and perpetual fulfilment is in Christ the Son of God, who sits upon the throne of the Lord (cf. 29:23) for ever.
1Chr	17	25		"For Thou, O Lord my God, hast revealed to Thy servant that Thou wilt build him a house: therefore Thy servant hath found confidence to pray before Thee." Lapide: "Thou hast revealed to the ear of Thy servant" — God revealed things to David secretly and intimately, as if speaking into his ear, like a friend sharing confidences — "magnifica bona quae mihi promisisti." This intimacy is the source of David's bold prayer.
1Chr	18	12		"And Abisai the son of Sarvia slew of the Edomites in the valley of the saltpits eighteen thousand." Lapide cites Adrichomius: "The Valley of Salt, in which David smote 18,000 Edomites, and returning erected a triumphal arch. There also Joab destroyed 12,000, and Amasias 10,000 or 20,000, and precipitated another 10,000 from the rock Jecteel." That valley was thus fatal to Edom across generations — a pattern of divine justice.
1Chr	19	4		"Hanon therefore shaved their heads, and cut off their garments from the buttocks to the feet, and sent them away." Lapide: To shave half the beard was the gravest possible insult among Semitic peoples. David's response — telling them to stay at Jericho until their beards grew — shows kingly solicitude for the honour of his servants.
1Chr	19	13		"Be of good courage, and let us fight for our people, and for the cities of our God: and the Lord will do that which is good in His sight." Lapide: Joab's words are a model of Christian warfare — courage for one's people and for God's cities, with final confidence left to divine Providence. "The Lord will do what is good in His sight" expresses perfect submission to God's sovereign will.
1Chr	20	2		"David therefore took the crown of Melchom from his head" — Lapide: The Hebrews read Malcham (their king), meaning the crown of the Ammonite king. But this crown belonged to an idol; idols' crowns were to be burned with the idols (Deut. 7). Therefore David took the precious stones from it to make a diadem, but could not wear the crown itself.
1Chr	21	1		"And Satan rose up against Israel, and moved David to number Israel." Lapide: In II Kings 24:1 the Lord is said to have moved David; here Satan. Lapide reconciles: God permitted and used Satan as an instrument for His own just purposes; Satan moved David through suggestions of pride and vainglory. The permission of God and the malice of Satan concur without God being the author of sin.
1Chr	21	12		"Either three years' famine... or three months to flee from thy enemies... or else for three days the sword of the Lord." Lapide: In II Kings 24:13 seven years of famine were first offered; here three years. Lapide explains that God moderated the offer, reducing from seven to three years, as He moderated from fifty to ten just men before destroying Sodom (Gen. 18).
1Chr	21	13		"I am in a great strait on every side: but it is better that I should fall into the hands of the Lord, for His mercies are very many, than into the hands of men." Lapide: David chooses the pestilence, not from rashness, but from a deep trust in God's mercy. He prefers to suffer at the hands of a God who is infinitely merciful rather than from men who show no mercy. A model of trust in divine Providence amid chastisement.
1Chr	21	15		"And God sent an angel to Jerusalem to strike it: and as he was striking it, the Lord beheld, and took pity... and the angel of the Lord stood by the threshing floor of Ornan the Jebusite." Lapide: The angel stands precisely at the threshing floor of Ornan, on Mount Moria — the very place God will later command to be the site of the Temple. The cessation of the plague here is a divine sign consecrating this spot.
1Chr	21	18		"And the angel of the Lord commanded Gad to tell David, that he should go up and build an altar to the Lord God in the threshing floor of Ornan the Jebusite." Lapide on 22:1: "Hec est domus Dei" — "This is the house of God" — David identifies the threshing floor of Ornan on Mount Moria as the divinely chosen site for the Temple. God Himself designated it by the stopping of the angel and the acceptance of the sacrifice.
1Chr	21	26		"And he built there an altar to the Lord, and offered holocausts and peace offerings, and called upon the Lord, and He heard him, and sent fire from heaven upon the altar of holocaust, and consumed the burnt offering." Lapide: God's acceptance of sacrifice by fire from heaven is the seal of divine approval — as He had accepted Abel's offering, and later accepted Elias's on Carmel. The same place will be the altar of Solomon's Temple.
1Chr	22	1		"David said: This is the house of God, and this is the altar for a holocaust for Israel." Lapide: At this place — the threshing floor of Ornan on Mount Moria — God commands the Temple to be built. The commentary on this verse opens chapter 22.
1Chr	22	5		"David said: Solomon my son is a very young child, and the house which I would build to the Lord must be such as to be renowned in all countries." Lapide: Solomon was actually about twenty years old, but called "a little child" in comparison with the greatness of the Temple's construction — a fitting humility. Lest the work be unworthy, David prepares everything.
1Chr	22	8		"But the word of the Lord came to me, saying: Thou hast shed much blood, and fought many battles: thou canst not build a house to my name, having shed so much blood before me." Lapide (following Calmet's note which he quotes): The ancient interpreters and most modern ones recognise wars alone as the cause; Jerome and some Hebrews add the blood of Urias. But since David conceived the plan of building the Temple before the death of Urias (II Sam. 7), the blood of an innocent man could not have been the primary cause. The plurality of wars is the sole cause expressly repeated by Scripture.
1Chr	22	9		"A son shall be born to thee, who shall be a man of rest... and I will give him rest from all his enemies round about; and his name shall be called Peaceful; and I will give peace and quietness to Israel all his days." Lapide: Solomon is a figure of Christ the Prince of Peace. The "man of rest" who builds the Temple of God is the peaceable Son, in contrast to David the warrior-king. The Temple built by Solomon typifies the Church built by Christ.
1Chr	22	14		"I have with great labour prepared for the house of the Lord a hundred thousand talents of gold... Now arise and build." Lapide on the enormous sum: God can easily provide such wealth to David. "Mine is the silver and mine is the gold" (Agg. 2:9). As St. Francis of Assisi and St. Francis de Paula — one founder of the Minors, the other of the Minimites — being poor yet called by God to build a temple, built it through the alms of the devout; so much more, if we are called by God to build the mystical temple of perfection in our souls, we should confidently do it, for God will provide strength and spirit.
1Chr	22	18		"Is not the Lord your God with you, and hath He not given you rest on every side... arise therefore and build the sanctuary to the Lord your God." Lapide: David's final exhortation to the princes — public persons are called to use their authority for sacred purposes. The laity too have a role in building the house of God.
1Chr	23	13		"Aaron was set apart, that he should minister in the Holy of Holies, he and his sons for ever, and burn incense before the Lord, according to his rite, and bless his name for ever." Lapide: God chose Aaron and his firstborn sons as high priests; the other sons became lesser priests. Only the high priest entered the Holy of Holies; other priests burned incense at the altar of incense before the Holy of Holies.
1Chr	23	14		"But the sons of Moses the man of God were numbered in the tribe of Levi." Lapide: Admirable was Moses's resignation and humility, by which he submitted to God's ordinance — which transferred the primacy to Josue and numbered his sons not among the priests but among the Levites. For the priesthood by God's decree was given to the posterity of Aaron, Moses's elder brother.
1Chr	23	24		"These are the sons of Levi by their families, heads of families, who were numbered... from twenty years old and upward, who did the work of the ministry of the house of the Lord." Lapide: David changed the age of Levitical service from thirty years (as Moses had set, for the burden of carrying the Tabernacle required robust strength) to twenty years — since now that the Temple was built and Israel was at rest, the reason for the higher age had ceased.
1Chr	24	3		"And David distributed them, that is, Sadoc of the sons of Eleazar, and Achimelech of the sons of Ithamar, according to their courses and ministries." Lapide: David did this not by his own royal authority (a king has no right over sacred things) but through the two high priests Sadoc and Achimelech, acting as channels of the pontifical authority.
1Chr	24	5		"And he divided them by lot, both one and the other: for there were princes of the sanctuary and princes of God, both of the sons of Eleazar and of the sons of Ithamar." Lapide: The division by lot ensures that no one can complain of unjust preference, and that each receives their order and turn by God's disposing will. The twenty-four priestly classes (cf. Luke 1:9, Zacharias "of the course of Abia") serve in weekly turns throughout the year.
1Chr	25	1		David sets apart the sons of Asaph, Heman, and Idithun "to prophesy with harps and psalteries and cymbals." Lapide: These Levitical singers are called "prophets" because singing praise is a form of prophecy — as Saul "prophesied," i.e. sang God's praises (I Sam. 10:3). The twenty-four orders of sacred musicians correspond to the twenty-four orders of priests, serving in matched turns.
1Chr	26	4		"And Obededom had sons: Semeias the firstborn..." Lapide: Obededom in whose house the Ark rested three months and was blessed abundantly (13:14) is now appointed gatekeeper. This family's fidelity is rewarded with permanent liturgical service.
1Chr	27	1		"Now the children of Israel according to their number, the heads of families, tribunes and centurions, and officers who served the king by their courses month after month throughout all the months of the year." Lapide (brief): David organised both the sacred ministry and the civil-military order in courses — prefiguring the ordered governance of the Church, where everything is done "decently and in order" (I Cor. 14:40).
1Chr	28	2		"David the king rose up and said: Hear me, my brethren and my people... I thought in my heart to build a house in which the ark of the covenant of the Lord, and the footstool of our God, might rest." Lapide: "Footstool of our God" — the ark is so called because upon it the Cherubim joined their wings to form a throne, while the ark itself was like the footstool beneath God's feet. See Exodus 25.
1Chr	28	4		"Yet the Lord God of Israel chose me of all the house of my father, to be king over Israel for ever: for of Judah He chose the princes; and of the house of Judah, the house of my father." Lapide: The Hebrew, Chaldee, and Septuagint read "prince" in the singular — meaning princes who succeed one another in continuous series, according to Genesis 49:10: "The sceptre shall not depart from Judah, nor a leader from his thigh, until He come who is to be sent" — namely the Messiah, Christ, who was to be born of Judah and David.
1Chr	28	9		"And thou, Solomon my son, know the God of thy father, and serve Him with a perfect heart and a willing mind: for the Lord searcheth all hearts, and understandeth all the thoughts of minds." Lapide: "Know" means recognise — firmly believe and frequently think upon and esteem God's immense majesty, power, justice, and goodness; let this knowledge and frequent meditation impel thee always to worship, fear, and love Him.
1Chr	28	11		"And David gave to Solomon his son the description of the porch and of the temple, and of the cellars, and of the upper chambers... and of the house of propitiation." Lapide: "The house of propitiation" = the Holy of Holies; for in it was the propitiatory (mercy seat) above the ark, from which God, propitiated, gave oracles to the high priest and benefits to the people.
1Chr	28	18		"For the altar of incense he gave the purest gold to make the likeness of the chariot of the Cherubims spreading their wings, and covering the ark of the covenant of the Lord." Lapide on the "chariot of the Cherubim" (merkaba): These Cherubim on the altar of incense were distinct from the Mosaic and Solomonic Cherubim of the Ark — placed in the Holy Place over the altar of incense to form a throne for God to receive the smoke of the incense offered below. The word merkaba (chariot) signifies not four Cherubim but two who, facing each other with wings joined, formed a quadrate — a foursquare throne.
1Chr	28	19		"All these things, said he, came written by the hand of the Lord upon me, that I might understand all the works of the pattern." Lapide: God described the entire plan of the Temple in a tablet and delivered it through the hand of an angel to David, that he might deliver it to Solomon. A parallel with the Tabernacle: "Look, and make it according to the pattern which was shewed thee in the mount" (Ex. 25:40). God gave not only a drawn plan but a verbal explanation in writing, so that David and Solomon could understand every detail. Thus the Temple was not a human invention but a divinely revealed archetype.
1Chr	28	20		"And David said to Solomon his son: Act manfully, and take courage, and do: fear not, and be not dismayed: for the Lord my God will be with thee, and will not leave thee, nor forsake thee, till thou finish all the work for the ministry of the house of the Lord." Lapide: These words mirror Joshua's commission (Josh. 1:6–9) — the same divine promise sustains each leader called to a great work for God. Courage is grounded not in human resources but in the presence of God.
1Chr	29	1		"And David the king said to all the assembly: Solomon my son, whom alone God hath chosen, is as yet young and tender, and the work is great; for a house is prepared not for man, but for God." Lapide: The greatness of the Temple's work surpasses all human capacity because it is prepared for God Himself, not for any man. This should inspire both reverence in the builders and confidence that God will provide what human resources cannot.
1Chr	29	5		"And whosoever is willing, let him fill his hand today, and offer what he pleaseth to the Lord." Lapide: "Fill his hand" (impleat manum suam) = fill it with gold and gifts he wishes to offer freely to God for the Temple. Voluntary generosity for God's house is the highest form of liberality.
1Chr	29	9		"And the people rejoiced, when they promised their offerings willingly: because they offered them to the Lord with all their heart." Lapide: The test of true liberality is the willing heart — "corde toto offerebant." David also "rejoiced with great joy" — the joy of seeing others give generously to God surpasses the joy of one's own giving.
1Chr	29	11		"Thine, O Lord, is magnificence, and power, and glory, and victory: and to Thee is praise: for all things that are in heaven and in earth are Thine: Thine is the kingdom, O Lord, and Thou art above all princes." Lapide: This hymn of David at the offering is one of the greatest acts of adoration in Scripture — acknowledging that all belongs to God and that human giving is only returning what was received.
1Chr	29	14		"For all things are Thine: and we have given Thee what we received of Thy hand." Lapide: The doctrine of absolute dependence on God — all that we possess, including the very power to give, we have received from God. True humility in generosity acknowledges this: "of Thine own have we given Thee" (I Chron. 29:14, Vulgate).
1Chr	29	15		"For we are strangers before Thee, and pilgrims, as all our fathers were. Our days upon earth are as a shadow, and there is no stay." Lapide: The condition of every human before God — pilgrims and strangers (peregrini et advenae), as all the patriarchs were. Life is as a shadow passing over the earth with no delay. This profound verse grounds all earthly activity in eschatological awareness.
1Chr	29	17		"I know, my God, that Thou provest hearts, and lovest simplicity: wherefore I also in the simplicity of my heart have joyfully offered all these things." Lapide: "In the simplicity (Heb. rectitude) of my heart" — with a simple, sincere, upright, candid heart and purest intention, seeking nothing but the honour and glory of God. "For this is altogether worthy and just." The test of true worship is purity of intention, not the size of the offering.
1Chr	29	18		"O Lord God of Abraham, and of Isaac, and of Israel our fathers, keep for ever this will of their heart, and let this mind remain always for the worship of Thee." Lapide: David prays that the generosity of the assembly — this holy disposition of heart — may be preserved by God as a permanent disposition. Prayer for perseverance in holy resolve is itself an act of humility, acknowledging that such resolution is God's gift.
1Chr	29	19		"And give to Solomon my son a perfect heart, that he may keep Thy commandments, Thy testimonies, and Thy ceremonies, and do all things: and build the house, for which I have provided the charges." Lapide: David's last public prayer is not for Solomon's wealth or glory but for a perfect heart — cor perfectum — to keep God's law and build His house. The interior disposition is more important than the exterior work.
1Chr	29	22		"And they anointed him the second time to be king before the Lord." Lapide: Solomon had been anointed privately before a few witnesses (I Kings 1:39); now he is anointed publicly before all Israel so that all might know him as king and reverence him as such. This second public anointing is the completion of the first. Sadoc also is anointed high priest, confirming the legitimate succession in both kingship and priesthood.
1Chr	29	23		"And Solomon sat on the throne of the Lord as king instead of David his father." Lapide: Not merely the throne of David, but "the throne of the Lord" (solium Domini) — because the kingdom of Israel was a theocracy, and the king of Israel reigned as God's viceroy. This phrase points toward the eternal Messianic kingdom: Christ sits upon the throne of the Lord not merely as viceroy but as the eternal Son.
1Chr	29	28		"And he died in a good old age, full of days and riches and glory, and Solomon his son reigned in his stead." Lapide: David's death is described with the triple fullness of the patriarchs (cf. Gen. 25:8 on Abraham) — full of days, riches, and glory. He who sought God's honour above all received from God honour above all kings of Israel.
