book	chapter	verse	latin_incipit	english_translation
2Chr	5	9		FUIT ITAQUE ARCA IBI USQUE IN PRAESENTEM DIEM — Lapide explains the author of the Chronicles' Diaries wrote before the exile; Esdras later compiled the books of Paralipomenon from those Diaries. By the time of Esdras the Ark was no longer in the Temple, having been hidden by Jeremias before the destruction (cf. II Mach 2:4).
2Chr	5	10		NIHILQUE ERAT IN ARCA NISI DUAE TABULAE — Lapide cross-references his commentary on Hebrews 9:4 for the question of the urn of manna and the rod of Aaron. Only the two tablets of the Law remained.
2Chr	5	13		The Shekinah fills the Temple: \"ET IMPLERETUR DOMUS DEI NUBE\" — When all the priests and Levites lifted their voices in unison singing 'Confitemini Domino quoniam bonus,' the glory of the Lord filled the house so the priests could not stand to minister.
2Chr	6	13		FECERAT SALOMON BASIM AENEAM — a bronze platform five cubits square and three cubits high, placed in the middle of the great court, on which Solomon knelt and stretched out his hands to heaven. Lapide: this was like a pulpit, that the kneeling and praying king might be heard and seen by all the surrounding people.
2Chr	6	18		ERGONE CREDIBILE EST UT HABITET DEUS CUM HOMINIBUS SUPER TERRAM? — Solomon's confession of God's transcendence: \"If heaven and the heaven of heavens cannot contain Thee, how much less this house which I have built?\" Lapide reads this as a type of the Incarnation, wherein God truly deigned to dwell among men.
2Chr	6	41		SACERDOTES TUI, DOMINE DEUS, INDUANTUR SALUTEM — Lapide: Solomon alludes to Psalm 131:9: \"Let thy priests be clothed with justice.\" He understands \"salvation\" as both bodily health and especially spiritual salvation — justice and holiness with which priests should be clothed as a garment on all sides.
2Chr	6	42		NE AVERTAS FACIEM CHRISTI TUI — Lapide: \"that is, of me myself, who have been made by thee a christus, that is, anointed as king.\" Do not turn away the face of thy suppliant-king gazing toward heaven. Lapide sees a deeper sense: David's line is a type of the eternal Anointed One, Christ.
2Chr	7	2		MAJESTAS — Hebrew cabod, i.e., 'glory,' specifically the luminous cloud that represents and manifests the invisible majesty and glory of God. The same Shekinah that filled the Tabernacle now fills the Temple.
2Chr	7	3		OMNES FILII ISRAEL VIDEBANT DESCENDENTEM IGNEM — the fire from heaven devouring the sacrifices, and the glory of the Lord upon the house; all fell prostrate and worshipped saying, \"Confitemini Domino quoniam in aeternum misericordia ejus.\" The dedication of the Temple is complete.
2Chr	7	14		God's promise to Solomon: \"SI CONVERSUS FUERIT POPULUS MEUS... DEPRECATUS ME FUERIT ET EXQUISIERIT FACIEM MEAM ET EGERIT POENITENTIAM — et ego exaudiam de caelo et propitius ero peccatis eorum et sanabo terram eorum.\" Lapide: the heart of the entire book — prayer, humility, and conversion bring divine healing.
2Chr	7	16		ELEGI ENIM ET SANCTIFICAVI LOCUM ISTUM UT SIT NOMEN MEUM IBI IN SEMPITERNUM — God consecrates the Temple as His permanent dwelling of Name and Presence. \"And my eyes and my heart shall be there always.\"
2Chr	8	17		ABIIT SALOMON IN ASIONGABER — Lapide identifies this port with Berenice in Josephus (Antiquities III), with Efia in St. Jerome, and with modern Suez, on the Red Sea, whence a passage to the East Indies (India Orientalis) is easy and near, proving Ophir was in the East Indies, not in Peru.
2Chr	9	5		DE VIRTUTIBUS TUIS — Hebrew, Septuagint, and Chaldaic all read 'de verbis tuis' (concerning thy words/deeds), not merely thy virtues: the Queen of Sheba came to hear and test all that had been reported of Solomon's wisdom and works.
2Chr	9	8		SIT DOMINUS DEUS TUUS BENEDICTUS, QUI VOLUIT TE ORDINARE SUPER THRONUM SUUM — the Queen of Sheba recognises that Solomon's throne is properly the throne of God, and that his rule is a divine vicegerency ordered for justice and judgment.
2Chr	10	15		ERAT ENIM VOLUNTATIS DEI — Hebrew: \"it was caused from God.\" God willed to divide Israel from the ten tribes as punishment for Jeroboam's idolatry, and therefore permitted Rehoboam to answer so harshly. Providence uses even human folly for its purposes.
2Chr	11	14		EO QUOD ABJECISSET EOS JEROBOAM — Jeroboam stripped the priests and Levites of their sacred office because they refused to serve his golden calves; they therefore crossed to Judah to serve the Lord God of Israel. Wherever the true worship is maintained, the faithful gather.
2Chr	12	7		NON STILLABIT FUROR MEUS SUPER JERUSALEM — Lapide: \"See here how quickly God is appeased by whatever kind of penitence on the part of Rehoboam and the Jews.\" Even imperfect repentance moves God to mitigate His anger, though Rehoboam later returned to idols under his mother Naamah the Ammonite.
2Chr	13	5		IN PACTUM SALIS — Lapide: \"that is, in a firm, stable, and eternal covenant. For salt preserves things from corruption; hence salt is the symbol of eternity, as I noted at Leviticus 3:12.\" The covenant of David's house is eternal, though conditioned on faithfulness.
2Chr	13	11		PROPONUNTUR PANES IN MENSA MUNDISSIMA — Lapide follows Torniellus: after Sesac king of Egypt plundered the Temple, only one table and one candlestick were left of Solomon's ten, and the Jews were thereafter content with these single furnishings as in the days before Solomon's Temple.
2Chr	13	15		PERTERRUIT DEUS JEROBOAM — God terrified Jeroboam's 800,000 when Judah cried out to the Lord and the priests sounded the trumpets; 500,000 Israelites fell. Lapide: victory comes to those who trust God and not to those who trust numbers.
2Chr	14	11		Asa's prayer at the battle of Zephath: \"DOMINE, NON EST APUD TE ULLA DISTANTIA UTRUM DE PAUCIS AUXILIERIS AN IN PLURIBUS: adjuva nos, Domine Deus noster... tu es Deus noster, non praevaleat contra te homo.\" One of the great battle-prayers of Scripture: God's help does not depend on numbers.
2Chr	14	13		QUIA DOMINO CAEDENTE CONTRITI SUNT — the Ethiopians were routed to their utter destruction \"because the Lord fought for them\" (vel per exercitum suum Angelorum). Asa trusted in God alone and not in numbers.
2Chr	15	3		TRANSIBUNT MULTI DIES IN ISRAEL ABSQUE DEO VERO ET ABSQUE SACERDOTE ET LEGE — Azarias the prophet alludes to the present desolation under Jeroboam's golden-calf worship, but Lapide notes a footnote that later interpreters extend this to the Babylonian captivity when religion was extinguished, until Cyrus or his successors restored freedom.
2Chr	15	4		CUMQUE REVERSI FUERINT IN ANGUSTIA SUA AD DOMINUM... INVENIENT EUM — Lapide: God found by the penitent Achab, by Joas to whom Eliseus predicted three victories, by the penitent Manasses, Ezechias, Josias. In every strait, return to God and He will be found.
2Chr	15	10		MENSE TERTIO — Sivan, the month of Pentecost: Lapide notes that they invoked God on His own feast, and thus received so great a victory over the Ethiopians; and therefore in thanksgiving they offered the spoils. Conversely, he notes, Constantinople fell on Pentecost because the Greeks erred regarding the Holy Spirit.
2Chr	15	17		COR ASA ERAT PERFECTUM CUNCTIS DIEBUS EJUS — Asa's heart was perfect with the Lord all his days as to the worship of the true God: he never turned to idols, as others had. But in other respects he sinned, as will appear in the next chapter.
2Chr	16	9		OCULI ENIM DOMINI CONTEMPLANTUR UNIVERSAM TERRAM ET PROBENT FORTITUDINEM HIS QUI CORDE PERFECTO CREDUNT IN EUM — Hanani the prophet to Asa: God's omniscient gaze seeks hearts that trust Him perfectly, in order to strengthen them. Asa who had trusted God against the Ethiopians now trusted in Syria.
2Chr	16	12		NEC IN INFIRMITATE SUA QUAESIVIT DOMINUM SED MAGIS IN MEDICORUM ARTE CONFISUS EST — Asa in his illness of the feet trusted more in the skill of physicians than in God. Lapide discusses whether 'physicians' here means sorcerers or true physicians, and concludes Asa sinned by placing excessive hope in medicine before invoking God.
2Chr	17	6		CUM SUMPSISSET COR EJUS AUDACIAM PROPTER VIAS DOMINI — Lapide: \"Piety and the keeping of God's law made Jehoshaphat bold, so that fearing no one he dared to remove the high places.\" Holiness is a terror and a reverence to all; such was Pius V in our age, who feared no kings.
2Chr	17	7		MISIT DE PRINCIPIBUS SUIS — Jehoshaphat sent princes, Levites, and priests through all the cities of Judah to teach the people the law of God. Lapide compares him to the kings of Spain and Portugal who sent religious to instruct the peoples of the Indies in the knowledge and worship of the true God.
2Chr	18	7		EST VIR UNUS A QUO POSSUMUS QUAERERE DOMINI VOLUNTATEM — Ahab's confession that there is one man (Micheas) through whom God's will can be known, but \"I hate him, because he never prophesies good to me, but always evil.\" The true prophet is unwelcome to the wicked king.
2Chr	18	20		PROCESSIT SPIRITUS — Lapide: the lying spirit is the devil. The Rabbis fable that this spirit was the soul of Naboth unjustly stoned by Jezabel, avenging itself by seducing Ahab. Lapide rejects this and identifies the spirit as the demon, permitted by God to deceive Ahab's false prophets.
2Chr	19	6		NON ENIM HOMINIS EXERCETIS JUDICIUM SED DOMINI — Jehoshaphat to the judges: \"You are God's vicars, appointed by Him to judge His people; He therefore will demand a strict account of justice rendered or neglected.\" Lapide: let princes and judges often meditate that they exercise God's judgment, and so judge as God Himself would judge.
2Chr	19	7		NON EST ENIM APUD DOMINUM DEUM NOSTRUM INIQUITAS NEC PERSONARUM ACCEPTIO NEC CUPIDO MUNERUM — with God there is no perversity, no respect of persons, no desire of gifts. The model of perfect justice that earthly judges must imitate.
2Chr	20	3		PRAEDICAVIT JEJUNIUM UNIVERSO JUDA — Jehoshaphat, terrified by the vast host of Moabites, Ammonites, and Edomites, turned wholly to the Lord and proclaimed a fast for all Judah. Fasting joined to prayer is the weapon of the weak against the mighty.
2Chr	20	12		Jehoshaphat's prayer: \"CUM IGNOREMUS QUID AGERE DEBEAMUS, HOC SOLUM HABEMUS RESIDUI UT OCULOS NOSTROS DIRIGAMUS AD TE.\" Lapide: \"Note this most holy and useful counsel of Jehoshaphat: when deprived of all human help, divine help is near; for it is proper to God to succour in straits and to restore what is desperate.\" A model for souls in desolation.
2Chr	20	13		OMNIS VERO JUDA STABAT CORAM DOMINO CUM PARVULIS ET UXORIBUS ET LIBERIS SUIS — Lapide: \"Here is evident the antiquity of the Litany or public and common prayer, which in public calamity all gather to make — men, women, children of every age — so that with one voice and one common lamentation they implore God's mercy and almost do violence to God.\" He cites Tertullian: \"This violence is pleasing to God.\"
2Chr	20	21		STATUIT CANTORES DOMINI UT LAUDARENT EUM IN TURMIS SUIS ET ANTECEDERENT EXERCITUM — Jehoshaphat stationed the singers before the army, singing \"Confitemini Domino quoniam in aeternum misericordia ejus.\" The choir of praise led the battle, and the Lord turned the enemy's ambushes upon themselves.
2Chr	20	26		VALLIS BENEDICTIONIS — the Valley of Blessing, named because there they blessed the Lord; the name endures to the present day. Lapide notes the three days spent gathering the spoils of the slain enemy.
2Chr	20	36		QUIA HABUISTI FOEDUS CUM OCHOZIA — Eliezer prophesies that because Jehoshaphat allied with the impious Ochozias king of Israel, God broke their ships. Lapide: \"Note that God often frustrates the plans of pious rulers when they use the help of impious kings or soldiers.\" He cites Jehoshaphat's earlier dangerous alliance with Ahab.
2Chr	21	4		OCCIDIT OMNES FRATRES SUOS GLADIO — Joram killed all his brothers, perhaps because they opposed his new religion and idolatry. Lapide: \"If that is so, they truly died as martyrs.\"
2Chr	21	12		ALLATAE SUNT EI LITTERAE AB ELIA PROPHETA — Elijah's letter from paradise (or from the place where he lives after his rapture with Enoch). Lapide discusses whether Elijah could have written before his rapture, concludes most probably the letter was sent from paradise through an angel or through Eliseus, as Elijah appeared to Peter, James, and John in the Transfiguration. Lapide cites Bellarmine, Salianus, and the Hebrew Seder Olam.
2Chr	21	19		NON FECIT EI POPULUS SECUNDUM MOREM COMBUSTIONIS EXSEQUIAS — no great burning of spices was made for Joram, as had been done for King Asa (2Chr 16:14). Lapide explains it was customary to burn costly aromatics and garments near the royal bier as an honour; this was withheld from Joram as a mark of infamy. He cites Paulinus and Prudentius on the custom of offering aromatics at martyrs' tombs.
2Chr	22	11		JOSABETH FURATA EST EUM DE MEDIO FILIORUM REGIS CUM INTERFICERENTUR — Lapide follows Josephus: Jehosheba hid Joash \"among the bodies of the slain, supposed by Athalia to be dead,\" and concealed him with his nurse for six years in the Temple. Without this act the Davidic line would have been extinguished by Athalia.
2Chr	23	1		CONFORTATUS JOIADA — Lapide: Joiada was a man of great soul and virtue, who restored the royal line to the throne; he lived 130 years. He argues at length that Joiada was indeed the High Priest (summus Pontifex), since Scripture calls him \"prince of the priests,\" and he anointed the king — a function belonging to the High Priest alone.
2Chr	23	11		ET IMPOSUERUNT EI DIADEMA ET TESTIMONIUM — Joash crowned and the Law placed in his hand. The \"testimonium\" (Douay: \"testimony\") is the written Law, placed in the king's hand at his anointing as a sign that his authority is under and for the Law of God.
2Chr	24	20		SPIRITUS DEI INDUIT ZACHARIAM FILIUM JOIADAE — the Spirit of God clothed Zechariah like a garment; he stood before all the people and rebuked them for transgressing the commandments of the Lord. Lapide emphasises that Zechariah acted by prophetic office (he was the High Priest's son, and probably his successor).
2Chr	24	22		QUI CUM MORERETUR AIT: VIDEAT DOMINUS ET REQUIRAT — Zacharias dying in the Temple court, stoned by the king's order: \"The Lord see and require.\" Lapide: he spoke this from zeal for justice, the spirit of Elias and the Old Testament. But in the New Covenant, Christ and the Apostles prayed for their killers — \"Father, forgive them\" and \"Lord, lay not this sin to their charge.\" Lapide and St. Jerome, St. Thomas, Maldonatus and others identify this as the Zacharias whose blood Christ charged to Jerusalem in Matt 23:35 (\"from the blood of Abel the just unto the blood of Zacharias the son of Barachias, whom you killed between the temple and the altar\"). By this Temple murder divine oracles ceased, per St. Epiphanius.
2Chr	25	7		NE EGREDIATUR TECUM EXERCITUS ISRAEL — NON EST ENIM DOMINUS CUM ISRAEL — the Man of God (Lapide: probably Amos, according to the Hebrew Seder Olam) forbids Amazias to use the mercenaries from Israel: \"For God is not with Israel.\" Lesson for Christian princes: do not seek the military aid of heretics, Turks, or other infidels, lest God be their enemy as He was with Jehoshaphat.
2Chr	25	15		CUR ADORASTI DEOS QUI NON LIBERAVERUNT POPULUM SUUM DE MANU TUA? — Lapide quotes Josephus at length on the prophet's rebuke of Amazias: why do you worship gods who could not protect their own worshippers from your hand? The king threatened the prophet with death; the prophet answered that he knew God had determined to destroy him.
2Chr	26	5		EXQUISIVIT DOMINUM IN DIEBUS ZACHARIAE — Zacharias the prophet was like a tutor (paedagogus) to King Ozias, teaching him to worship God devoutly. Lapide identifies this Zacharias with the posthumous son of the martyred Zechariah of 2Chr 24, born after his father's death; and notes that perhaps his daughter Abia was the mother of King Hezekiah.
2Chr	26	16		CUM ROBORATUS ESSET ELEVATUM EST COR EJUS IN INTERITUM SUUM ET NEGLEXIT DOMINUM DEUM SUUM — Lapide quotes St. Chrysostom: \"As from gluttony comes inflation, and from inflation fever, and from fever often death: so here, from the eminence of his deeds arose pride; from pride arose arrogance.\" Excessive power generates excessive pride.
2Chr	26	18		NON EST TUI OFFICII, OZIA — eighty priests confronted the king: \"It is not thy office to burn incense to the Lord, but the priests, the sons of Aaron, who are consecrated for this ministry.\" Lapide cites Chrysostom: \"See this freedom! See a mind that knows not how to serve! See a tongue that touches the heavens!\" Kings may not invade priestly rights.
2Chr	26	19		STATIMQUE ORTA EST LEPRA IN FRONTE EJUS — immediately leprosy broke out on Ozias's forehead before the priests in the house of the Lord. Lapide: leprosy was the punishment of sacrilegious persons and those who resisted the Pontiff and priests. Josephus adds that an earthquake split the Temple roof and a ray of sun struck the king's face.
2Chr	27	2		EXCEPTO QUOD NON EST INGRESSUS TEMPLUM DOMINI — Jotham did not imitate his father Ozias's temerity in burning incense; he left that to the priests. Josephus gives him this eulogy: \"No virtue was lacking in him toward God, just toward men, and devoted to the common good.\"
2Chr	28	15		CUMQUE VESTISSENT EOS ET CALCEASSENT ET REFECISSENT CIBO AC POTU — the Israelites of Ephraim, rebuked by Oded the prophet, clothed, shod, fed, anointed, and cared for their captive Judaean brothers and returned them to Jericho. Lapide: \"See here the notable humanity and mercy of the Israelites toward the captive Jews, though their enemies, set before all Christian princes and commanders to imitate. For so they will in turn provoke God's mercy upon themselves.\"
2Chr	28	24		CLAUSIT JANUAS TEMPLI — Achaz shut the doors of the Temple of the Lord so that none could worship God or sacrifice therein, but all were forced to go to the shrines of idols. Lapide: \"This wickedness and depravity of Achaz was signal; no one else is read to have done it.\"
2Chr	29	3		IPSE ANNO ET MENSE PRIMO REGNI SUI APERUIT VALVAS DOMUS DOMINI — in the first month of his first year Hezekiah opened the Temple doors. As quickly as Achaz had closed them, Hezekiah reopened them — the immediate restoration of God's worship was the first act of the new reign.
2Chr	29	17		COEPERUNT AUTEM PRIMA DIE MENSIS PRIMI MUNDARE — the Levites began cleansing on the first day of Nisan: the first eight days they purified the courts and chambers of the priests and Levites; then in the second eight days they purified the Temple itself (the Holy Place). Completed on the 16th day of the first month.
2Chr	29	25		CONSTITUIT LEVITAS IN DOMO DOMINI CUM CYMBALIS ET PSALTERIIS ET CITHARIS SECUNDUM DISPOSITIONEM DAVID REGIS — Hezekiah restored the Davidic liturgical order of singers and musicians. Lapide: \"for such was the commandment of the Lord by the hand of his prophets.\" Sacred music is a divine ordinance, not merely human custom.
2Chr	29	30		SERMONIBUS DAVID ET ASAPH VIDENTIS — Lapide: \"he calls the Psalms 'words' (sermones); from which it is clear that partly David, partly Asaph, composed the Psalms.\" The 12 Psalms inscribed to Asaph show his co-authorship of the Psalter. The word 'videntis' (of the seer) denotes Asaph's prophetic character.
2Chr	30	2		MENSE SECUNDO — second month for the delayed Passover, as prescribed in Numbers 9:10 for those who were unclean or on a journey at the first Passover. Lapide notes the unusual circumstance: the priests had not been consecrated in sufficient number, and the people had not yet assembled in Jerusalem.
2Chr	30	13		CONGREGATIQUE SUNT IN JERUSALEM POPULI MULTI — a great multitude gathered in Jerusalem for the feast of unleavened bread in the second month: the most solemn Passover since Solomon. All Israel invited from Dan to Beersheba to return to the Lord God of Abraham.
2Chr	30	18		MAGNA PARS POPULI DE EPHRAIM... COMEDIT PHASE NON JUXTA QUOD SCRIPTUM EST ET ORAVIT PRO EIS EZECHIAS DICENS: DOMINUS BONUS PROPITIABITUR cunctis qui in toto corde requirunt Dominum. — Lapide: Hezekiah interceded for the many who ate the Passover without legal purification. God healed them. Lapide sees Eucharistic significance: the internal disposition of the heart matters more than external legal purity, as greater purity is required of the celebrating priest than of the communicant. God exaudivit (heard him), perhaps by a visible sign of fire from heaven consuming the sacrifices.
2Chr	30	22		LOCUTUS EST EZECHIAS AD COR OMNIUM LEVITARUM — Hezekiah spoke to the heart of all the Levites \"who had good understanding toward the Lord,\" praising them for their skill in singing the divine praises. Lapide (following Cajetanus): he spoke penetrating words to their heart, that they should undertake and continue the instruction of the people.
2Chr	30	26		FACTA EST GRANDIS CELEBRITAS IN JERUSALEM QUALIS A DIEBUS SALOMONIS NON FUERAT — a great solemnity, the like of which had not been in Jerusalem since the days of Solomon: all of Judah, Israel, priests, Levites, and proselytes rejoicing together for seven days, then seven more days added.
2Chr	31	2		IN PORTIS CASTRORUM DOMINI — the Temple gates are \"the gates of the camp of the Lord,\" since in the Temple the cohorts of priests and Levites were arranged in order like a military encampment. Lapide: \"Hence the Church is called 'an army set in array' (Cant 6:9).\"
2Chr	31	3		PARS AUTEM REGIS ERAT — Hezekiah took upon himself, from his own substance, the daily burnt offerings morning and evening, and for the sabbaths, new moons, and feasts. Lapide: he supplied costs for the continuous sacrifice so that the priests and Levites, freed from worry about their sustenance, could be wholly devoted to God and the Temple ministry.
2Chr	31	10		COMEDIMUS ET SATURATI SUMUS ET REMANSERUNT PLURIMA — Azarias the chief priest to Hezekiah: \"Since offerings began to be brought to the house of the Lord, we have eaten and been satisfied, and there is much left; for the Lord hath blessed his people.\" A visible sign of divine blessing on restored worship.
2Chr	32	8		CUM ILLO EST BRACHIUM CARNEUM; NOBISCUM DOMINUS DEUS NOSTER — Hezekiah's rallying speech to the besieged: \"With him is an arm of flesh, but with us the Lord our God, who is our helper and will fight our battles.\" The soldiers' hearts were strengthened by these words.
2Chr	32	21		ET MISIT DOMINUS ANGELUM QUI PERCUSSIT OMNEM VIRUM ROBUSTUM ET BELLATOREM — a single Angel destroyed all the mighty men and commanders of the Assyrian host. Lapide notes Herodotus's garbled version (mice gnawing bowstrings) and explains: \"for Egypt, [he] substitutes Egypt; for Hezekiah, a priest; for God, Vulcan; for the Angel, mice.\" The Assyrian king himself was preserved to witness God's majesty, as Pharaoh was preserved through the ten plagues.
2Chr	33	3		ADORAVIT OMNEM MILITIAM COELI — Manasses worshipped all the host of heaven, i.e., Sun, Moon, and stars; Lapide citing St. Jerome: \"which march like soldiers of God in ordered array, and as God's warriors hurl thunderbolts and lightning against His enemies.\"
2Chr	33	12		ORAVIT DOMINUM DEUM SUUM ET EGIT POENITENTIAM VALDE CORAM DEO PATRUM SUORUM — Manasses in captivity, afflicted, prayed and did great penance before the God of his fathers. God heard him and brought him back to Jerusalem. \"And Manasses knew that the Lord he was God.\" Lapide: one of Scripture's most striking examples of the power of repentance.
2Chr	33	16		IMMOLAVIT SUPER ILLUD VICTIMAS ET PACIFICA ET LAUDEM — Hebrew toda: thanksgiving offerings, i.e., Eucharistic sacrifices in praise of God and in gratitude for his liberation from captivity. Lapide (following Cajetanus and Vatablus).
2Chr	33	19		ORATIO QUOQUE EJUS — The Prayer of Manasses exists and is pious and fitting, but lacks the authority of canonical Scripture and has been relegated to the end of the Bible. The Hebrew tradition (per St. Jerome) identifies the author \"Hozai\" with Isaiah the prophet.
2Chr	34	3		DUODECIMO ANNO MUNDAVIT JUDA — Josias began cleansing Judah in his twelfth year but completed it in his eighteenth year (verse 8). Lapide: in the eighth year of his reign, while still a boy, he began to seek the God of David his father.
2Chr	34	15		LIBRUM LEGIS INVENI IN DOMO DOMINI — Helcias the priest found the Book of the Law in the Temple. Lapide (citing Genebrardus) suggests this was the autograph copy written in Moses' own time or under his direction and placed in the sanctuary 800 years earlier. He notes: \"It is not credible that all books of Holy Scripture were burned by the Chaldeans and restored from memory by Esdras,\" since other copies existed.
2Chr	34	28		INFERERIS IN SEPULCRUM TUUM IN PACE — Lapide explains the apparent contradiction (Josias died in battle): \"peace\" here means not Josias's private peace but the public peace of the realm; while Josias lived Judah enjoyed peace; after his death the Babylonians destroyed it utterly.
2Chr	35	3		PONITE ARCAM IN SANCTUARIO TEMPLI — Lapide follows the Hebrew tradition that the Ark had been removed from the Holy of Holies in the time of Manasses or Amon (lest it stand among idols), hidden in the house of Sellum (avuncle of Jeremias and husband of Holda the prophetess), and now restored to its place by Josias after the idols were destroyed.
2Chr	35	11		ASPERSERUNTQUE SACERDOTES MANU SUA SANGUINEM ET LEVITAE DETRAXERUNT PELLES HOLOCAUSTORUM — the priests sprinkled the blood upon the altar, the Levites flayed the burnt offerings, and the priests cut the flesh into pieces and arranged and burned them. In necessity the Levites assisted the priests who were too few for the great multitude of sacrifices.
2Chr	35	18		NON FUIT PHASE SIMILE HUIC IN ISRAEL A DIEBUS SAMUELIS PROPHETAE — no Passover like this had been celebrated since the days of Samuel; none of all the kings of Israel had kept a Passover like that of Josias with all the priests and Levites and all Judah and Israel. The greatest liturgical celebration between Solomon and the Exile.
2Chr	35	25		QUASI LEX OBTINUIT IN ISRAEL — the lament of Jeremias over Josias became so fixed a custom among the Israelites that it was like a law; singers and singers used it for any great funeral. Lapide notes the lament of Jeremias for Josias is likely hidden within the Lamentations (Threni), as ancient tradition holds.
2Chr	36	16		ILLUDEBANTQUE PROPHETIS DONEC ASCENDERET FUROR DOMINI IN POPULUM EJUS ET ESSET NULLA CURATIO — they mocked God's messengers and despised His words and scoffed at His prophets, until the Lord's wrath rose against His people and there was no remedy. Lapide: the hardened refusal to hear the prophets brought on the destruction; the progression from mocking to irreversible judgment.
2Chr	36	21		ET CELEBRARET TERRA SABBATA SUA: CUNCTIS ENIM DIEBUS DESOLATIONIS EGIT SABBATUM USQUE DUM COMPLERENTUR SEPTUAGINTA ANNI — the land rested and observed its sabbaths all the days of the desolation. Lapide (citing Theodoretus): from Saul's kingdom to the captivity was 490 years, containing 70 sabbatical years which Israel violated by farming; God now restored to the land its 70 sabbaths in the 70 years of captivity. \"Multiply 70 by 7 and you get 490.\"
2Chr	36	22		ANNO AUTEM PRIMO CYRI REGIS PERSARUM AD EXPLENDUM SERMONEM DOMINI QUEM LOCUTUS FUERAT PER OS JEREMIAE SUSCITAVIT DOMINUS SPIRITUM CYRI — In the first year of Cyrus king of Persia, to fulfil the word of the Lord spoken by Jeremias, the Lord stirred up the spirit of Cyrus. Lapide: these verses are repeated word for word at the beginning of Esdras, from which interpreters conclude that Esdras was the author of the books of Paralipomenon. Cyrus is a type of Christ who liberates captive souls from the slavery of sin and the devil, and restores them to the heavenly Jerusalem.
2Chr	36	23		OMNIA REGNA TERRAE DEDIT MIHI DOMINUS DEUS CAELI ET IPSE PRAECEPIT MIHI UT AEDIFICAREM EI DOMUM IN JERUSALEM QUAE EST IN JUDAEA: QUIS EX VOBIS EST IN OMNI POPULO EJUS? SIT DOMINUS DEUS SUUS CUM EO ET ASCENDAT. — Cyrus's proclamation: God has given him all the kingdoms of the earth and commanded him to build the Lord a house in Jerusalem. \"Whoever among you belongs to his people, the Lord his God be with him, and let him go up.\" The 70 years of captivity correspond to the 70 weeks of Daniel 9, at the end of which Christ was to come — \"of whom Cyrus was a figure, who was to liberate them from the slavery of sin and the devil, and restore them to the heavenly Jerusalem,\" writes Lapide.
